Ia Fit Probability,Normalized Ia Chi^2,Normalized CC Chi^2,Ia=0__CC=1,,,,,
0.008,0.099118378,0.099118378,1,,,,,
0.0061,0.242074832,0.242074832,1,,,,,
4.44E-02,0.095848547,0.095848547,1,,,,,
0.0747,0.291302296,0.291302296,1,,,,,
0.0035,0.30033129,0.30033129,1,,,,,
0.001,0.232139803,0.232139803,1,,,,,
0.0069,0.275808042,0.275808042,1,,,,,
0.0018,0.200848485,0.200848485,1,,,,,
0.2065,0.231156525,0.231156525,1,,,,,
0.0541,0.330939401,0.330939401,1,,,,,
1,0.205586046,0.205586046,1,,,,,
0.1419,0.317175041,0.317175041,1,,,,,
0.0691,0.365178448,0.365178448,1,,,,,
0.0219,0.297072801,0.297072801,1,,,,,
0.5148,0.390115417,0.390115417,1,,,,,
0.5843,0.307377126,0.307377126,1,,,,,
0.0225,0.213675903,0.213675903,1,,,,,
0.0569,0.384101364,0.384101364,1,,,,,
0.005,0.246199963,0.246199963,1,,,,,
0.2567,0.448029991,0.448029991,1,,,,,
0.0119,0.346125689,0.346125689,1,,,,,
9.77E-01,0.325256928,0.325256928,1,,,,,
0.0132,0.170481333,0.170481333,1,,,,,
0.0942,0.327461521,0.327461521,1,,,,,
0.2112,0.345400873,0.345400873,1,,,,,
0.0747,0.303107425,0.303107425,1,,,,,
0.0015,0.242540574,0.242540574,1,,,,,
0.0675,0.424248109,0.424248109,1,,,,,
0.6496,0.30273947,0.30273947,1,,,,,
0.6431,0.444098668,0.444098668,1,,,,,
0.001,0.286030537,0.286030537,1,,,,,
0.0172,0.290741377,0.290741377,1,,,,,
0.0003,0.228692699,0.228692699,1,,,,,
0.0008,0.122682856,0.122682856,1,,,,,
0.534,0.367385143,0.367385143,1,,,,,
0.0799,0.331393151,0.331393151,1,,,,,
0.0327,0.30809947,0.30809947,1,,,,,
2.50E-01,0.218195174,0.218195174,1,,,,,
0.0618,0.322690629,0.322690629,1,,,,,
9.95E-01,0.363136805,0.363136805,1,,,,,
0.0027,0.211404471,0.211404471,1,,,,,
0.0049,0.26576056,0.26576056,1,,,,,
0.2596,0.30946966,0.30946966,1,,,,,
9.18E-01,0.336007959,0.336007959,1,,,,,
0.0012,0.428683525,0.428683525,1,,,,,
0.2232,0.312007833,0.312007833,1,,,,,
0.0526,0.411789032,0.411789032,1,,,,,
0.1795,0.322109074,0.322109074,1,,,,,
0.0475,0.264264264,0.264264264,1,,,,,
0.0023,0.301766532,0.301766532,1,,,,,
0,0.057828956,0.057828956,1,,,,,
0.1731,0.216521802,0.216521802,1,,,,,
0.0056,0.201967458,0.201967458,1,,,,,
4.74E-02,0.129220299,0.129220299,1,,,,,
0.0018,0.287348745,0.287348745,1,,,,,
0.0737,0.291563825,0.291563825,1,,,,,
0.576,0.293007385,0.293007385,1,,,,,
0,0.06768269,0.06768269,1,,,,,
0.6401,0.412365235,0.412365235,1,,,,,
4.00E-01,0.194971222,0.194971222,1,,,,,
9.99E-01,0.421529157,0.421529157,1,,,,,
0.0011,0.352678066,0.352678066,1,,,,,
0.1644,0.174487516,0.174487516,1,,,,,
0.046,0.239930889,0.239930889,1,,,,,
0.3797,0.334544724,0.334544724,1,,,,,
0.022,0.353033271,0.353033271,1,,,,,
0.0213,0.369720626,0.369720626,1,,,,,
0.0079,0.147517421,0.147517421,1,,,,,
1E-04,0.076799272,0.076799272,1,,,,,
0,0.01825351,0.01825351,1,,,,,
0.0089,0.247314333,0.247314333,1,,,,,
1E-04,0.448431532,0.448431532,1,,,,,
0.0553,0.255314794,0.255314794,1,,,,,
0.0039,0.303025417,0.303025417,1,,,,,
0.0441,0.253807902,0.253807902,1,,,,,
0.0003,0.240848139,0.240848139,1,,,,,
0.2241,0.340207006,0.340207006,1,,,,,
0.1085,0.186295581,0.186295581,1,,,,,
3.15E-01,0.138935413,0.138935413,1,,,,,
0.6251,0.317369504,0.317369504,1,,,,,
0.1731,0.527659574,0.527659574,1,,,,,
0,0.129507758,0.129507758,1,,,,,
0.0301,0.141838608,0.141838608,1,,,,,
0.1672,0.391514455,0.391514455,1,,,,,
9.60E-02,0.054242329,0.054242329,1,,,,,
0.053,0.219539708,0.219539708,1,,,,,
0.9084875,0.410661671,0.410661671,1,,,,,
0.1052,0.328859867,0.328859867,1,,,,,
0.3296,0.332766205,0.332766205,1,,,,,
0.0107,0.303886452,0.303886452,1,,,,,
1E-04,0.119780611,0.119780611,1,,,,,
0.1116,0.26864889,0.26864889,1,,,,,
0.3732,0.220267849,0.220267849,1,,,,,
0,0.211011007,0.211011007,1,,,,,
0.0117,0.318189945,0.318189945,1,,,,,
0.0033,0.364087674,0.364087674,1,,,,,
0.381,0.382564328,0.382564328,1,,,,,
0.2609,0.2858618,0.2858618,1,,,,,
0.0629,0.352724079,0.352724079,1,,,,,
0,0.282327868,0.282327868,1,,,,,
0.0007,0.301807829,0.301807829,1,,,,,
0.0513,0.406658906,0.406658906,1,,,,,
0.342,0.341241431,0.341241431,1,,,,,
0.0306,0.183636981,0.183636981,1,,,,,
0,0.280392898,0.280392898,1,,,,,
0.0063,0.33828046,0.33828046,1,,,,,
0.5552,0.336308794,0.336308794,1,,,,,
0.0002,0.220280898,0.220280898,1,,,,,
0.0925,0.316258771,0.316258771,1,,,,,
0.0204,0.322937057,0.322937057,1,,,,,
0.2309,0.326622596,0.326622596,0,,,,,
1.00E-04,0.034143654,0.034143654,0,,,,,
0.095,0.316359114,0.316359114,0,,,,,
0.2964,0.330856688,0.330856688,0,,,,,
9.00E-04,0.074262285,0.074262285,0,,,,,
0,0.117703373,0.117703373,0,,,,,
0.00E+00,0.016948368,0.016948368,0,,,,,
0.011,0.09260494,0.09260494,0,,,,,
0.00E+00,0.016665076,0.016665076,0,,,,,
3.00E-04,0.009440174,0.009440174,0,,,,,
0.0002,0.135921397,0.135921397,0,,,,,
0,0.141884564,0.141884564,0,,,,,
0.00E+00,0.004241586,0.004241586,0,,,,,
0,0.048542019,0.048542019,0,,,,,
0.0003,0.053512152,0.053512152,0,,,,,
3.50E-03,0.068717686,0.068717686,0,,,,,
0.0015,0.054679571,0.054679571,0,,,,,
0.00E+00,0.046417141,0.046417141,0,,,,,
0,0.00011846,0.00011846,0,,,,,
0.0686,0.157601687,0.157601687,0,,,,,
1E-04,0.187319179,0.187319179,0,,,,,
0.0028,0.298808109,0.298808109,0,,,,,
0,0.025183803,0.025183803,0,,,,,
0.00E+00,0.003470902,0.003470902,0,,,,,
0.5854,0.286449445,0.286449445,0,,,,,
0.00E+00,0.071720458,0.071720458,0,,,,,
0.00E+00,0.022744679,0.022744679,0,,,,,
0,0.04142547,0.04142547,0,,,,,
0.4066,0.290103803,0.290103803,0,,,,,
0.0398,0.180127296,0.180127296,0,,,,,
0.00E+00,0.001433627,0.001433627,0,,,,,
0.00E+00,0.013078119,0.013078119,0,,,,,
8.33E-01,0.301175362,0.301175362,0,,,,,
3.36E-02,0.122554042,0.122554042,0,,,,,
0,0.021430928,0.021430928,0,,,,,
1.80E-03,0.052156901,0.052156901,0,,,,,
0.00E+00,0.006283857,0.006283857,0,,,,,
3.40E-03,0.034907232,0.034907232,0,,,,,
0.00E+00,0.007170222,0.007170222,0,,,,,
0.00E+00,0.014923873,0.014923873,0,,,,,
0,0.005434032,0.005434032,0,,,,,
0.00E+00,0.033699253,0.033699253,0,,,,,
1.09E-02,0.111552723,0.111552723,0,,,,,
0.0085,0.176303309,0.176303309,0,,,,,
0.0069,0.24310474,0.24310474,0,,,,,
0.0002,0.056929721,0.056929721,0,,,,,
0.00E+00,0.073591369,0.073591369,0,,,,,
0.0776,0.346867635,0.346867635,0,,,,,
0.006,0.314687978,0.314687978,0,,,,,
2.00E-04,0.071332732,0.071332732,0,,,,,
0.0013,0.107636015,0.107636015,0,,,,,
0,0.024209743,0.024209743,0,,,,,
0.0002,0.104190392,0.104190392,0,,,,,
9.03E-01,0.302338681,0.302338681,0,,,,,
0.0048,0.325672062,0.325672062,0,,,,,
0.00E+00,0.015921601,0.015921601,0,,,,,
0,0.030479004,0.030479004,0,,,,,
0.147,0.371332634,0.371332634,1,,,,,
0.1568,0.30315757,0.30315757,1,,,,,
0.744,0.438389265,0.438389265,1,,,,,
0.0029,0.281067212,0.281067212,1,,,,,
0.0015,0.146286554,0.146286554,1,,,,,
0.0638,0.481302338,0.481302338,1,,,,,
0.0121,0.308691783,0.308691783,1,,,,,
0.4934,0.328025655,0.328025655,1,,,,,
0.0089,0.190080178,0.190080178,1,,,,,
0.033,0.254062459,0.254062459,1,,,,,
0,0.302079083,0.302079083,1,,,,,
0,0.108101883,0.108101883,1,,,,,
0.0008,0.199214141,0.199214141,1,,,,,
0.3897,0.37088255,0.37088255,1,,,,,
0.0005,0.166689438,0.166689438,1,,,,,
0.0042,0.229453215,0.229453215,1,,,,,
0.0013,0.317938032,0.317938032,1,,,,,
0.5,0.355895986,0.355895986,1,,,,,
0.0049,0.271575383,0.271575383,1,,,,,
0.2918,0.321789084,0.321789084,1,,,,,
0.114,0.452882522,0.452882522,1,,,,,
1E-04,0.343858459,0.343858459,1,,,,,
0,0.033728806,0.033728806,1,,,,,
0.0039,0.502815903,0.502815903,1,,,,,
0.1562,0.349098075,0.349098075,1,,,,,
0.044,0.38621374,0.38621374,1,,,,,
8.25E-01,0.19610373,0.19610373,1,,,,,
0.0206,0.478684714,0.478684714,1,,,,,
0.1647,0.381669442,0.381669442,1,,,,,
0.0753,0.318438732,0.318438732,1,,,,,
0.0044,0.333618886,0.333618886,1,,,,,
0.0461,0.282571059,0.282571059,1,,,,,
0.104,0.315341273,0.315341273,1,,,,,
0.0346,0.29209568,0.29209568,1,,,,,
9.78E-01,0.267235198,0.267235198,1,,,,,
0.4951,0.323381932,0.323381932,1,,,,,
0.0069,0.259218272,0.259218272,1,,,,,
3.75E-02,0.110836396,0.110836396,1,,,,,
0.0029,0.314847889,0.314847889,1,,,,,
0.0018,0.221465872,0.221465872,1,,,,,
0.1026,0.322481559,0.322481559,1,,,,,
0.0004,0.110343094,0.110343094,1,,,,,
0.3609,0.283239278,0.283239278,1,,,,,
0.0108,0.313751453,0.313751453,1,,,,,
5.63E-01,0.216169816,0.216169816,1,,,,,
1.90E-03,0.063161106,0.063161106,1,,,,,
0.0178,0.34307285,0.34307285,1,,,,,
0.0945,0.300252423,0.300252423,1,,,,,
0.0378,0.236850795,0.236850795,1,,,,,
0.0021,0.28083004,0.28083004,1,,,,,
0,1.65674E-07,1.65674E-07,1,,,,,
0.9661478,0.569453176,0.569453176,1,,,,,
0.6051,0.33861042,0.33861042,1,,,,,
0.0697,0.261251015,0.261251015,1,,,,,
0.0013,0.320495119,0.320495119,1,,,,,
0.3573,0.33316283,0.33316283,1,,,,,
1E-04,0.063907596,0.063907596,1,,,,,
0.6099,0.284108059,0.284108059,1,,,,,
0.9032057,0.539699173,0.539699173,1,,,,,
0.0512,0.195406398,0.195406398,1,,,,,
0.0172,0.353038969,0.353038969,1,,,,,
0.1529,0.233546772,0.233546772,1,,,,,
4.49E-01,0.194189867,0.194189867,1,,,,,
0.143,0.279181672,0.279181672,1,,,,,
0.0053,0.305154899,0.305154899,1,,,,,
0.0369,0.233693815,0.233693815,1,,,,,
0.4319,0.370771348,0.370771348,1,,,,,
0,0.315422295,0.315422295,1,,,,,
0.0049,0.358630427,0.358630427,1,,,,,
0.0909,0.293266328,0.293266328,1,,,,,
9.66E-01,0.203921857,0.203921857,1,,,,,
0.4284,0.350421437,0.350421437,1,,,,,
0.4577,0.467219475,0.467219475,1,,,,,
0.0094,0.294694314,0.294694314,1,,,,,
0.0024,0.338449384,0.338449384,1,,,,,
7.19E-01,0.248395477,0.248395477,1,,,,,
0.4797,0.324027169,0.324027169,1,,,,,
0.0026,0.314894433,0.314894433,1,,,,,
0.0063,0.325525481,0.325525481,1,,,,,
0.568,0.327707691,0.327707691,1,,,,,
0.0203,0.241528134,0.241528134,1,,,,,
0.1127,0.325972251,0.325972251,1,,,,,
0.0826,0.256937937,0.256937937,1,,,,,
0.0243,0.124795541,0.124795541,1,,,,,
0.1303,0.377037577,0.377037577,1,,,,,
0.0051,0.314617924,0.314617924,1,,,,,
0.5625,0.508026485,0.508026485,1,,,,,
0.212,0.421436007,0.421436007,1,,,,,
0.0157,0.353749984,0.353749984,1,,,,,
0.0003,0.330303881,0.330303881,1,,,,,
0.0035,0.306432239,0.306432239,1,,,,,
0.0208,0.497078521,0.497078521,1,,,,,
0.0619,0.336539897,0.336539897,1,,,,,
0.0015,0.318065339,0.318065339,1,,,,,
0.078,0.097473749,0.097473749,1,,,,,
9.54E-01,0.308879292,0.308879292,1,,,,,
0.0947,0.439031718,0.439031718,1,,,,,
0.7697,0.525964895,0.525964895,1,,,,,
0.0098,0.274130561,0.274130561,1,,,,,
0.1038,0.197402814,0.197402814,1,,,,,
0.0206,0.301467448,0.301467448,1,,,,,
0.2012,0.299144485,0.299144485,1,,,,,
0.2693,0.506905857,0.506905857,1,,,,,
0.002,0.16929863,0.16929863,1,,,,,
0.0014,0.350562649,0.350562649,1,,,,,
0.21,0.577177183,0.577177183,1,,,,,
0.0026,0.282122705,0.282122705,1,,,,,
0.2904,0.423534869,0.423534869,1,,,,,
0.0094,0.189192673,0.189192673,1,,,,,
0.01,0.33966808,0.33966808,1,,,,,
0.0556,0.336899748,0.336899748,1,,,,,
0.296,0.258390341,0.258390341,1,,,,,
2.60E-03,0.083986293,0.083986293,1,,,,,
0.0701,0.257525914,0.257525914,1,,,,,
0.0636,0.31987247,0.31987247,1,,,,,
0.0038,0.140115233,0.140115233,1,,,,,
0.151,0.215950579,0.215950579,1,,,,,
0.0347,0.308393487,0.308393487,1,,,,,
0.0275,0.260591879,0.260591879,1,,,,,
0.0072,0.26834352,0.26834352,1,,,,,
0.0239,0.320196937,0.320196937,1,,,,,
0.1655,0.27903059,0.27903059,1,,,,,
0.4024,0.464363911,0.464363911,1,,,,,
0,0.000101656,0.000101656,1,,,,,
0.0023,0.363603599,0.363603599,1,,,,,
0.0677,0.272716849,0.272716849,1,,,,,
9.21E-01,0.345887695,0.345887695,1,,,,,
0.8197,0.435426519,0.435426519,1,,,,,
0.6908,0.347384603,0.347384603,1,,,,,
0,0.001849062,0.001849062,1,,,,,
0.0743,0.099702958,0.099702958,1,,,,,
0.1712,0.366379789,0.366379789,1,,,,,
0.0224,0.316176737,0.316176737,1,,,,,
0.3735,0.407251825,0.407251825,1,,,,,
9.99E-01,0.074305752,0.074305752,1,,,,,
0.0003,0.12673971,0.12673971,1,,,,,
0.3529,0.274648466,0.274648466,1,,,,,
0.0081,0.332340609,0.332340609,1,,,,,
0.0381,0.365731032,0.365731032,1,,,,,
0.0065,0.15888108,0.15888108,1,,,,,
0.1833,0.211316543,0.211316543,1,,,,,
0.0079,0.313703236,0.313703236,1,,,,,
0.8354,0.530442236,0.530442236,1,,,,,
0.3956,0.329787918,0.329787918,1,,,,,
0.0293,0.173300463,0.173300463,1,,,,,
0.3503,0.24092251,0.24092251,1,,,,,
0.3983,0.259091164,0.259091164,1,,,,,
0.4264,0.356915143,0.356915143,1,,,,,
0.48,0.300153709,0.300153709,1,,,,,
0.0425,0.344029602,0.344029602,1,,,,,
1.00E+00,0.372475616,0.372475616,1,,,,,
0.1643,0.340127654,0.340127654,1,,,,,
0.7619,0.339773897,0.339773897,1,,,,,
8.36E-01,0.234172367,0.234172367,1,,,,,
0.6294,0.430017763,0.430017763,1,,,,,
0.0225,0.335725361,0.335725361,1,,,,,
4.85E-02,0.069902847,0.069902847,1,,,,,
0.4204,0.415651852,0.415651852,1,,,,,
0.9295028,0.442505355,0.442505355,1,,,,,
0.0945,0.27743,0.27743,1,,,,,
0,0.083066057,0.083066057,1,,,,,
0.1635,0.218068399,0.218068399,1,,,,,
0.5852,0.247179548,0.247179548,1,,,,,
0.0039,0.151997587,0.151997587,1,,,,,
0.023,0.290354979,0.290354979,1,,,,,
0.0156,0.224247603,0.224247603,1,,,,,
0.0033,0.190634277,0.190634277,1,,,,,
6.90E-01,0.162010486,0.162010486,1,,,,,
0.0586,0.249835985,0.249835985,1,,,,,
5.33E-01,0.242500314,0.242500314,1,,,,,
0,0.023108366,0.023108366,0,,,,,
0.1136,0.105258835,0.105258835,0,,,,,
0.4662,0.333473612,0.333473612,0,,,,,
0.0035,0.159996761,0.159996761,0,,,,,
0.00E+00,0.018407998,0.018407998,0,,,,,
0.6715,0.276589933,0.276589933,0,,,,,
0.0002,0.098814414,0.098814414,0,,,,,
0,0.00960563,0.00960563,0,,,,,
0.00E+00,0.055282295,0.055282295,0,,,,,
0.0907,0.283774461,0.283774461,0,,,,,
0,0.037703816,0.037703816,0,,,,,
0.142,0.223990445,0.223990445,0,,,,,
8.00E-04,0.034172098,0.034172098,0,,,,,
2.00E-04,0.010739021,0.010739021,0,,,,,
0.00E+00,0.002407313,0.002407313,0,,,,,
0.6876,0.30248473,0.30248473,0,,,,,
0,0.04680507,0.04680507,0,,,,,
0,0.022494951,0.022494951,0,,,,,
0.0442,0.296812211,0.296812211,0,,,,,
0.00E+00,0.049515687,0.049515687,0,,,,,
0.00E+00,0.004912198,0.004912198,0,,,,,
0.0297,0.274372345,0.274372345,0,,,,,
0.00E+00,0.006337489,0.006337489,0,,,,,
0.00E+00,0.023873439,0.023873439,0,,,,,
0.0761,0.27777169,0.27777169,0,,,,,
0.00E+00,0.008185082,0.008185082,0,,,,,
0,0.053461697,0.053461697,0,,,,,
0.0088,0.106444161,0.106444161,0,,,,,
0.0792,0.258377337,0.258377337,0,,,,,
0.2714,0.287493225,0.287493225,0,,,,,
0.00E+00,0.027420737,0.027420737,0,,,,,
0.0125,0.257471478,0.257471478,0,,,,,
0.0015,0.253158702,0.253158702,0,,,,,
0,0.026246546,0.026246546,0,,,,,
3.00E-04,0.088293015,0.088293015,0,,,,,
0,0.005347022,0.005347022,0,,,,,
0.00E+00,0.003240237,0.003240237,0,,,,,
0.00E+00,0.017427783,0.017427783,0,,,,,
1.12E-01,0.022158989,0.022158989,0,,,,,
0.0007,0.077543547,0.077543547,0,,,,,
0.0035,0.063717904,0.063717904,0,,,,,
0.0004,0.096211958,0.096211958,0,,,,,
1.70E-03,0.1053916,0.1053916,0,,,,,
2.43E-02,0.081395638,0.081395638,0,,,,,
0.1469,0.318868718,0.318868718,0,,,,,
0.003,0.106029349,0.106029349,0,,,,,
0.0034,0.088710225,0.088710225,0,,,,,
0.00E+00,0.005738558,0.005738558,0,,,,,
0.5622,0.296605728,0.296605728,0,,,,,
0.0003,0.041146758,0.041146758,0,,,,,
0.0014,0.319870275,0.319870275,0,,,,,
6.00E-04,0.076023514,0.076023514,0,,,,,
0.00E+00,0.018904877,0.018904877,0,,,,,
1E-04,0.056367952,0.056367952,0,,,,,
0.00E+00,0.018358852,0.018358852,0,,,,,
0.00E+00,0.050815728,0.050815728,0,,,,,
0.0004,0.11110119,0.11110119,0,,,,,
0.0837,0.391401925,0.391401925,1,,,,,
0.0219,0.287666231,0.287666231,1,,,,,
0.1649,0.334256779,0.334256779,1,,,,,
0.3492,0.522980796,0.522980796,1,,,,,
0.0091,0.253624794,0.253624794,1,,,,,
0.1217,0.377444308,0.377444308,1,,,,,
0.6982,0.330904658,0.330904658,1,,,,,
0.002,0.331842091,0.331842091,1,,,,,
0.067,0.32231405,0.32231405,1,,,,,
0.0917,0.324092415,0.324092415,1,,,,,
8.84E-01,0.337804079,0.337804079,1,,,,,
0.00E+00,0.085744149,0.085744149,1,,,,,
0.2551,0.344719474,0.344719474,1,,,,,
0.0904,0.3526491,0.3526491,1,,,,,
0.0181,0.308992979,0.308992979,1,,,,,
3.52E-02,0.11362879,0.11362879,1,,,,,
0.002,0.213504219,0.213504219,1,,,,,
0.0019,0.391542002,0.391542002,1,,,,,
0.0006,0.228371952,0.228371952,1,,,,,
0.0003,0.211399637,0.211399637,1,,,,,
7.08E-01,0.219766995,0.219766995,1,,,,,
0.0567,0.18238865,0.18238865,1,,,,,
0,0.020475468,0.020475468,1,,,,,
0.0284,0.339562389,0.339562389,1,,,,,
0.0013,0.214980296,0.214980296,1,,,,,
0.0998,0.39461075,0.39461075,1,,,,,
0.1782,0.33370626,0.33370626,1,,,,,
0.0138,0.277645515,0.277645515,1,,,,,
9.35E-01,0.07876302,0.07876302,1,,,,,
0.6373,0.320272729,0.320272729,1,,,,,
0.0554,0.387759856,0.387759856,1,,,,,
0.3433,0.356888059,0.356888059,1,,,,,
0.0291,0.331112575,0.331112575,1,,,,,
0,0.078842665,0.078842665,1,,,,,
9.48E-01,0.237711702,0.237711702,1,,,,,
0.1285,0.333177335,0.333177335,1,,,,,
0.1246,0.659166242,0.659166242,1,,,,,
1.00E+00,0.284362241,0.284362241,1,,,,,
0.4,0.615134439,0.615134439,1,,,,,
7.53E-01,0.256285856,0.256285856,1,,,,,
0.3464,0.455138631,0.455138631,1,,,,,
0.4546,0.332598825,0.332598825,1,,,,,
0,0.002970348,0.002970348,1,,,,,
9.99E-01,0.426526752,0.426526752,1,,,,,
0.6155,0.339803251,0.339803251,1,,,,,
0.1497,0.333068076,0.333068076,1,,,,,
0.1593,0.450446903,0.450446903,1,,,,,
0.4939,0.355684955,0.355684955,1,,,,,
0.0276,0.361932611,0.361932611,1,,,,,
0.0823,0.265644356,0.265644356,1,,,,,
0.1639,0.233836427,0.233836427,1,,,,,
0.8701,0.353031697,0.353031697,1,,,,,
0.0322,0.324024991,0.324024991,1,,,,,
0.0042,0.1530892,0.1530892,1,,,,,
0.0019,0.311747862,0.311747862,1,,,,,
0.0006,0.222696872,0.222696872,1,,,,,
0.0073,0.381883696,0.381883696,1,,,,,
0.5723,0.629013425,0.629013425,1,,,,,
0.0178,0.369564682,0.369564682,1,,,,,
0.4593,0.449460218,0.449460218,1,,,,,
0.0581,0.330183715,0.330183715,1,,,,,
0.342,0.253613212,0.253613212,1,,,,,
2.17E-02,0.157721375,0.157721375,1,,,,,
0.0331,0.357756412,0.357756412,1,,,,,
0.0003,0.276865717,0.276865717,1,,,,,
0.0003,0.228741168,0.228741168,1,,,,,
9.05E-01,0.325675758,0.325675758,1,,,,,
8.26E-01,0.280807549,0.280807549,1,,,,,
0.0198,0.331514954,0.331514954,1,,,,,
0.0945,0.380803192,0.380803192,1,,,,,
0.4516,0.390257332,0.390257332,1,,,,,
0.0466,0.331131914,0.331131914,1,,,,,
6.55E-01,0.240908348,0.240908348,1,,,,,
0.1259,0.574870765,0.574870765,1,,,,,
8.99E-01,0.328334916,0.328334916,1,,,,,
7.53E-02,0.137838602,0.137838602,1,,,,,
7.78E-02,0.088050907,0.088050907,1,,,,,
0.6971,0.39819229,0.39819229,1,,,,,
2.30E-03,0.091517529,0.091517529,1,,,,,
0.0491,0.276748395,0.276748395,1,,,,,
0.0706,0.118288252,0.118288252,1,,,,,
0.066,0.243015114,0.243015114,1,,,,,
0.0073,0.281344848,0.281344848,1,,,,,
0.06,0.189732853,0.189732853,1,,,,,
0.1955,0.230278807,0.230278807,1,,,,,
0.0714,0.27170662,0.27170662,1,,,,,
0.0866,0.335586596,0.335586596,1,,,,,
5.59E-02,0.164490508,0.164490508,1,,,,,
0,0.111591023,0.111591023,1,,,,,
0.7451,0.372044539,0.372044539,1,,,,,
0.1843,0.331704378,0.331704378,1,,,,,
0.0027,0.35928177,0.35928177,1,,,,,
0.008,0.28283044,0.28283044,1,,,,,
0,0.154236377,0.154236377,1,,,,,
0.0019,0.232079609,0.232079609,1,,,,,
0.6916,0.403388276,0.403388276,1,,,,,
9.11E-01,0.236824388,0.236824388,1,,,,,
0.3625,0.33502518,0.33502518,1,,,,,
0.7157,0.433812079,0.433812079,1,,,,,
0.7031,0.31888769,0.31888769,1,,,,,
0.0006,0.168198652,0.168198652,1,,,,,
0,0.248378897,0.248378897,1,,,,,
0.3042,0.302988433,0.302988433,1,,,,,
1E-04,0.249964311,0.249964311,1,,,,,
0.3838,0.303279935,0.303279935,1,,,,,
0.4053,0.328512493,0.328512493,1,,,,,
0.0217,0.209750267,0.209750267,1,,,,,
0.0222,0.369340008,0.369340008,1,,,,,
1E-04,2.29704E-07,2.29704E-07,1,,,,,
0.0411,0.303767283,0.303767283,1,,,,,
0.0541,0.275334757,0.275334757,1,,,,,
0.2616,0.318573423,0.318573423,1,,,,,
7.80E-01,0.116037885,0.116037885,1,,,,,
9.36E-01,0.302097036,0.302097036,1,,,,,
0.0049,0.239764059,0.239764059,1,,,,,
0.0012,0.341874773,0.341874773,1,,,,,
0.1382,0.227492601,0.227492601,1,,,,,
0.0862,0.350330443,0.350330443,1,,,,,
0.0196,0.516923238,0.516923238,1,,,,,
0.0272,0.35195005,0.35195005,1,,,,,
0.0296,0.248684903,0.248684903,1,,,,,
0.2826,0.42314966,0.42314966,1,,,,,
0.0503,0.24987576,0.24987576,1,,,,,
0.2256,0.423978315,0.423978315,1,,,,,
0.4955,0.502397704,0.502397704,1,,,,,
0.376,0.322270761,0.322270761,1,,,,,
0.0053,0.279642149,0.279642149,1,,,,,
0.4148,0.275330407,0.275330407,1,,,,,
0.0133,0.137116616,0.137116616,1,,,,,
0.0711,0.393574214,0.393574214,1,,,,,
0.1958,0.190129618,0.190129618,1,,,,,
1.71E-01,0.129980058,0.129980058,1,,,,,
8.74E-01,0.153694283,0.153694283,1,,,,,
0.2164,0.262744068,0.262744068,1,,,,,
0.3339,0.3360113,0.3360113,1,,,,,
0.0004,0.279313899,0.279313899,1,,,,,
0.007,0.232803652,0.232803652,1,,,,,
5.05E-01,0.218793969,0.218793969,1,,,,,
0.0269,0.305743598,0.305743598,1,,,,,
0.0319,0.373157177,0.373157177,1,,,,,
0.0113,0.357033498,0.357033498,1,,,,,
0.7232,0.331020077,0.331020077,1,,,,,
0,0.074677009,0.074677009,1,,,,,
0.4662,0.412394562,0.412394562,1,,,,,
0.0025,0.210483731,0.210483731,1,,,,,
0.6119,0.503678778,0.503678778,1,,,,,
0.2366,0.356250978,0.356250978,1,,,,,
0.1573,0.318048535,0.318048535,1,,,,,
0.0007,0.266484828,0.266484828,1,,,,,
0.0475,0.293225738,0.293225738,1,,,,,
0.0083,0.184758807,0.184758807,1,,,,,
0,0.05151934,0.05151934,1,,,,,
0.385,0.365706607,0.365706607,1,,,,,
1.00E+00,0.250453743,0.250453743,1,,,,,
0.0745,0.373440431,0.373440431,1,,,,,
0.0006,0.295427083,0.295427083,1,,,,,
9.28E-02,0.143997862,0.143997862,1,,,,,
0.0156,0.243188943,0.243188943,1,,,,,
0.0022,0.442477035,0.442477035,1,,,,,
0.0007,0.393943324,0.393943324,1,,,,,
0.2884,0.328247406,0.328247406,1,,,,,
0.0022,0.178823252,0.178823252,1,,,,,
0.497,0.444869627,0.444869627,1,,,,,
0.6847,0.59745235,0.59745235,1,,,,,
0.3343,0.411617815,0.411617815,1,,,,,
0.0293,0.389699315,0.389699315,1,,,,,
0.0015,0.172041418,0.172041418,1,,,,,
0.0523,0.236613817,0.236613817,1,,,,,
0.0239,0.200334996,0.200334996,1,,,,,
0.0202,0.341894707,0.341894707,1,,,,,
0,0.03647934,0.03647934,0,,,,,
2.40E-03,0.046341487,0.046341487,0,,,,,
5.71E-02,0.205667028,0.205667028,0,,,,,
0.00E+00,0.003959205,0.003959205,0,,,,,
2.77E-01,0.196127656,0.196127656,0,,,,,
0.00E+00,0.026775798,0.026775798,0,,,,,
0.001,0.136109815,0.136109815,0,,,,,
1.00E-04,0.081346507,0.081346507,0,,,,,
0.00E+00,0.00558262,0.00558262,0,,,,,
0.079,0.324029645,0.324029645,0,,,,,
0,0.058695048,0.058695048,0,,,,,
2.40E-03,0.055847233,0.055847233,0,,,,,
1.10E-03,0.099636665,0.099636665,0,,,,,
1.60E-03,0.028291269,0.028291269,0,,,,,
0.0014,0.139108653,0.139108653,0,,,,,
