Ia Fit Probability,Normalized Ia Chi^2,Normalized CC Chi^2,Ia=0__CC=1,,,,,
0.00E+00,0.005380892,0.005380892,0,,,,,
0.3571,0.225631745,0.225631745,0,,,,,
0.002,0.091952637,0.091952637,0,,,,,
0.0009,0.150135898,0.150135898,0,,,,,
3.30E-03,0.032905503,0.032905503,0,,,,,
2.00E-04,0.018821575,0.018821575,0,,,,,
0.00E+00,0.007107392,0.007107392,0,,,,,
0.00E+00,0.009015124,0.009015124,0,,,,,
0,0.041313773,0.041313773,0,,,,,
0.0013,0.168162007,0.168162007,0,,,,,
0.00E+00,0.008518824,0.008518824,0,,,,,
0.00E+00,0.008146721,0.008146721,0,,,,,
2.00E-04,0.068116216,0.068116216,0,,,,,
0,0.159668242,0.159668242,0,,,,,
0.0002,0.196686119,0.196686119,0,,,,,
0.00E+00,0.022734138,0.022734138,0,,,,,
0.0243,0.167520353,0.167520353,0,,,,,
0.0025,0.051829881,0.051829881,0,,,,,
1.52E-01,0.157183267,0.157183267,0,,,,,
0,0.021523072,0.021523072,0,,,,,
0.00E+00,0.007823997,0.007823997,0,,,,,
0.00E+00,0.012980602,0.012980602,0,,,,,
0.00E+00,0.013673475,0.013673475,0,,,,,
0,0.13669925,0.13669925,0,,,,,
1.71E-01,0.159035567,0.159035567,0,,,,,
0.00E+00,0.017353923,0.017353923,0,,,,,
0.00E+00,0.007147511,0.007147511,0,,,,,
3.00E-04,0.039311116,0.039311116,0,,,,,
0.0017,0.128419031,0.128419031,0,,,,,
0.0048,0.321559143,0.321559143,0,,,,,
1.00E-03,0.031006714,0.031006714,0,,,,,
0.5219,0.276002503,0.276002503,0,,,,,
1.80E-03,0.016256171,0.016256171,0,,,,,
0.0076,0.136118594,0.136118594,0,,,,,
0.00E+00,0.047011907,0.047011907,0,,,,,
0.013,0.174567451,0.174567451,0,,,,,
0.0008,0.151267182,0.151267182,0,,,,,
2.00E-04,0.021181332,0.021181332,0,,,,,
0.0002,0.150290836,0.150290836,0,,,,,
0.0008,0.326914095,0.326914095,0,,,,,
0.0064,0.310014752,0.310014752,0,,,,,
0.0655,0.333502127,0.333502127,0,,,,,
0.0006,0.095657095,0.095657095,1,,,,,
0.1108,0.350041561,0.350041561,1,,,,,
6.55E-02,0.105667292,0.105667292,1,,,,,
0.056,0.469752862,0.469752862,1,,,,,
0.0347,0.322440232,0.322440232,1,,,,,
0.3663,0.288200231,0.288200231,1,,,,,
0.0465,0.293750847,0.293750847,1,,,,,
0.1765,0.265417675,0.265417675,1,,,,,
3.14E-02,0.129850025,0.129850025,1,,,,,
0.0181,0.267702917,0.267702917,1,,,,,
0.0403,0.174081867,0.174081867,1,,,,,
0.0002,0.214307949,0.214307949,1,,,,,
0.1596,0.335350113,0.335350113,1,,,,,
0.4314,0.362462454,0.362462454,1,,,,,
8.00E-04,0.106390006,0.106390006,1,,,,,
0.015,0.314921137,0.314921137,1,,,,,
1.81E-02,0.093430042,0.093430042,1,,,,,
0.2509,0.312758753,0.312758753,1,,,,,
0.0234,0.496699493,0.496699493,1,,,,,
0.1045,0.316360339,0.316360339,1,,,,,
0.7546,0.44415724,0.44415724,1,,,,,
0.278,0.505008361,0.505008361,1,,,,,
0.4318,0.304080069,0.304080069,1,,,,,
0.1243,0.346069508,0.346069508,1,,,,,
0.0058,0.235081852,0.235081852,1,,,,,
5.89E-01,0.148817148,0.148817148,1,,,,,
0.0488,0.100986551,0.100986551,1,,,,,
0.1296,0.295535315,0.295535315,1,,,,,
9.87E-01,0.400556976,0.400556976,1,,,,,
9.65E-02,0.114611777,0.114611777,1,,,,,
0.0532,0.35937624,0.35937624,1,,,,,
0.31,0.334638124,0.334638124,1,,,,,
0.1139,0.279669875,0.279669875,1,,,,,
4.98E-01,0.270096565,0.270096565,1,,,,,
0.3417,0.229175588,0.229175588,1,,,,,
0.2973,0.442807106,0.442807106,1,,,,,
0.0729,0.386779605,0.386779605,1,,,,,
9.58E-01,0.240028219,0.240028219,1,,,,,
6.85E-01,0.250231709,0.250231709,1,,,,,
0.0055,0.258661957,0.258661957,1,,,,,
0.2581,0.354472188,0.354472188,1,,,,,
0.8348,0.329717358,0.329717358,1,,,,,
0.0008,0.110026116,0.110026116,1,,,,,
1.00E+00,0.483447756,0.483447756,1,,,,,
0,0.09410552,0.09410552,1,,,,,
0.0094,0.327062296,0.327062296,1,,,,,
0.3975,0.509826959,0.509826959,1,,,,,
0.052,0.294430214,0.294430214,1,,,,,
0.1661,0.294907115,0.294907115,1,,,,,
0.0127,0.264820104,0.264820104,1,,,,,
0.0005,0.241992883,0.241992883,1,,,,,
0.6775,0.82926673,0.82926673,1,,,,,
0.1232,0.431978212,0.431978212,1,,,,,
0.0321,0.486933798,0.486933798,1,,,,,
0.0002,0.131474461,0.131474461,1,,,,,
0.3873,0.362832613,0.362832613,1,,,,,
0.1154,0.357563382,0.357563382,1,,,,,
0.0003,0.277610253,0.277610253,1,,,,,
0.2708,0.320758658,0.320758658,1,,,,,
0.0127,0.34189014,0.34189014,1,,,,,
0.6687,0.524428149,0.524428149,1,,,,,
0.0068,0.278687062,0.278687062,1,,,,,
0.0274,0.361815044,0.361815044,1,,,,,
0.1425,0.359441421,0.359441421,1,,,,,
0.0055,0.157760023,0.157760023,1,,,,,
0.0447,0.29941276,0.29941276,1,,,,,
0.7147,0.33644855,0.33644855,1,,,,,
0.3156,0.377450217,0.377450217,1,,,,,
0.0094,0.265291865,0.265291865,1,,,,,
9.45E-01,0.352979478,0.352979478,1,,,,,
0.999999841,0.084653565,0.084653565,1,,,,,
0.0772,0.480407317,0.480407317,1,,,,,
0.0068,0.330077547,0.330077547,1,,,,,
1E-04,0.279779773,0.279779773,1,,,,,
0.7815,0.670413925,0.670413925,1,,,,,
9.37E-01,0.232833011,0.232833011,1,,,,,
0.0013,0.389558896,0.389558896,1,,,,,
0.0018,0.201128412,0.201128412,1,,,,,
0.137,0.317191528,0.317191528,1,,,,,
0.0089,0.32561921,0.32561921,1,,,,,
0.0364,0.316279162,0.316279162,1,,,,,
0.472,0.323698336,0.323698336,1,,,,,
0.0042,0.303290712,0.303290712,1,,,,,
0.0358,0.173782286,0.173782286,1,,,,,
0.008,0.321538411,0.321538411,1,,,,,
0.0813,0.356321957,0.356321957,1,,,,,
0.0009,0.291584278,0.291584278,1,,,,,
7.05E-01,0.336394268,0.336394268,1,,,,,
0.0571,0.369743259,0.369743259,1,,,,,
0.1423,0.321696816,0.321696816,1,,,,,
0.3129,0.363833055,0.363833055,1,,,,,
0,0.178804047,0.178804047,1,,,,,
0.1211,0.241306684,0.241306684,1,,,,,
0.1038,0.307970236,0.307970236,1,,,,,
0.0327,0.463183834,0.463183834,1,,,,,
0.0946,0.30209972,0.30209972,1,,,,,
1E-04,4.2842E-06,4.2842E-06,1,,,,,
0.0951,0.215232501,0.215232501,1,,,,,
0.0038,0.637668529,0.637668529,1,,,,,
0.0166,0.2247692,0.2247692,1,,,,,
0.1096,0.32996605,0.32996605,1,,,,,
0.3616,0.300848322,0.300848322,1,,,,,
0.1585,0.292110181,0.292110181,1,,,,,
0.0806,0.334113931,0.334113931,1,,,,,
0.0158,0.31935061,0.31935061,1,,,,,
0.0023,0.20395523,0.20395523,1,,,,,
0.4995,0.245001411,0.245001411,1,,,,,
0.3865,0.3345612,0.3345612,1,,,,,
6.97E-01,0.264574505,0.264574505,1,,,,,
0.1904,0.384973511,0.384973511,1,,,,,
1.06E-01,0.176308187,0.176308187,1,,,,,
0.0782,0.189027762,0.189027762,1,,,,,
0.0023,0.318199285,0.318199285,1,,,,,
8.70E-01,0.239652957,0.239652957,1,,,,,
1.34E-02,0.151934058,0.151934058,1,,,,,
1E-04,0.290208228,0.290208228,1,,,,,
0.0138,0.328667356,0.328667356,1,,,,,
0.0004,0.128419101,0.128419101,1,,,,,
0.0068,0.22664035,0.22664035,1,,,,,
0.0002,0.276836338,0.276836338,1,,,,,
0.2623,0.354868705,0.354868705,1,,,,,
0.0169,0.324716657,0.324716657,1,,,,,
9.96E-01,0.130980699,0.130980699,1,,,,,
0.2299,0.309787377,0.309787377,1,,,,,
0.0227,0.288267322,0.288267322,1,,,,,
3.28E-01,0.232497692,0.232497692,1,,,,,
0.0173,0.286932225,0.286932225,1,,,,,
0.1526,0.328917841,0.328917841,1,,,,,
9.34E-01,0.312509033,0.312509033,1,,,,,
1.00E+00,0.205745511,0.205745511,1,,,,,
0.0702,0.18689604,0.18689604,1,,,,,
0.2908,0.275023125,0.275023125,1,,,,,
0.1076,0.247489219,0.247489219,1,,,,,
0.0326,0.268025762,0.268025762,1,,,,,
0.0091,0.219342822,0.219342822,1,,,,,
3.25E-02,0.191888092,0.191888092,1,,,,,
0,0.164989743,0.164989743,1,,,,,
0.8122,0.456560182,0.456560182,1,,,,,
0.0004,0.160572882,0.160572882,1,,,,,
0.1789,0.344360944,0.344360944,1,,,,,
0.5107,0.315215984,0.315215984,1,,,,,
0.2627,0.375358086,0.375358086,1,,,,,
0.6082,0.385318923,0.385318923,1,,,,,
0.016,0.332979393,0.332979393,1,,,,,
4.68E-01,0.237365525,0.237365525,1,,,,,
0.2093,0.296518991,0.296518991,1,,,,,
0.2277,0.134888088,0.134888088,1,,,,,
0.0009,0.255647875,0.255647875,1,,,,,
0.0606,0.313346987,0.313346987,1,,,,,
1E-04,0.273911989,0.273911989,1,,,,,
0.6528,0.425078344,0.425078344,1,,,,,
0.8117,0.218318792,0.218318792,1,,,,,
0.7548,0.307868404,0.307868404,1,,,,,
0.1646,0.631830925,0.631830925,1,,,,,
0.1774,0.412512529,0.412512529,1,,,,,
0.9864117,0.572357135,0.572357135,1,,,,,
0.1892,0.29634881,0.29634881,1,,,,,
0.9063835,0.607743726,0.607743726,1,,,,,
0.0009,0.305382862,0.305382862,1,,,,,
0.0018,0.336208529,0.336208529,1,,,,,
0.0537,0.346802941,0.346802941,1,,,,,
0.0475,0.357460734,0.357460734,1,,,,,
0.0005,0.15987938,0.15987938,1,,,,,
0.4715,0.321240494,0.321240494,1,,,,,
0.7582,0.35771144,0.35771144,1,,,,,
0.2236,0.411135609,0.411135609,1,,,,,
0.1302,0.240156538,0.240156538,1,,,,,
0.0007,0.294733925,0.294733925,1,,,,,
1E-04,0.047626804,0.047626804,1,,,,,
0.0048,0.058652632,0.058652632,1,,,,,
0.1046,0.244318843,0.244318843,0,,,,,
0.00E+00,0.007156919,0.007156919,0,,,,,
5.20E-02,0.129597548,0.129597548,0,,,,,
1.00E-04,0.051595563,0.051595563,0,,,,,
0.00E+00,0.026356495,0.026356495,0,,,,,
0.027,0.156666796,0.156666796,0,,,,,
0.00E+00,0.011856176,0.011856176,0,,,,,
0.4642,0.345632815,0.345632815,0,,,,,
0.0012,0.012454205,0.012454205,0,,,,,
0.2632,0.313499751,0.313499751,0,,,,,
6.00E-04,0.046662256,0.046662256,0,,,,,
0,0.089063375,0.089063375,0,,,,,
0.0711,0.113768792,0.113768792,0,,,,,
1E-04,0.026383849,0.026383849,0,,,,,
0.0066,0.27587618,0.27587618,0,,,,,
0,0.173074454,0.173074454,0,,,,,
0.0003,0.094209801,0.094209801,0,,,,,
0.00E+00,0.012679344,0.012679344,0,,,,,
0,0.033659386,0.033659386,0,,,,,
0.00E+00,0.017646365,0.017646365,0,,,,,
0.0067,0.073662101,0.073662101,0,,,,,
0,0.017019743,0.017019743,0,,,,,
0.0489,0.313117427,0.313117427,0,,,,,
0.00E+00,0.018272896,0.018272896,0,,,,,
0.00E+00,0.053725563,0.053725563,0,,,,,
0.00E+00,0.014040755,0.014040755,0,,,,,
0,0.01342644,0.01342644,0,,,,,
0.2155,0.265352568,0.265352568,0,,,,,
0.0002,0.479036066,0.479036066,0,,,,,
0,0.030651232,0.030651232,0,,,,,
0.0005,0.05345414,0.05345414,0,,,,,
0.00E+00,0.01709817,0.01709817,0,,,,,
0,0.008003691,0.008003691,0,,,,,
1.00E-04,0.052482987,0.052482987,0,,,,,
1.10E-03,0.072937727,0.072937727,0,,,,,
0.00E+00,0.0108031,0.0108031,0,,,,,
0.0035,0.320552559,0.320552559,0,,,,,
0.00E+00,0.033965142,0.033965142,0,,,,,
0.00E+00,0.023750834,0.023750834,0,,,,,
1E-04,0.037756802,0.037756802,0,,,,,
0,0.03108914,0.03108914,0,,,,,
0.00E+00,0.005850282,0.005850282,0,,,,,
0.0002,9.62157E-06,9.62157E-06,0,,,,,
0.1124,0.141111873,0.141111873,0,,,,,
0.0002,0.107350276,0.107350276,0,,,,,
8.50E-03,0.054686879,0.054686879,0,,,,,
0,0.013897716,0.013897716,0,,,,,
0,0.042528271,0.042528271,0,,,,,
0,0.042378727,0.042378727,0,,,,,
4.10E-03,0.021513549,0.021513549,0,,,,,
1.24E-02,0.113529533,0.113529533,0,,,,,
0.003,0.104069249,0.104069249,0,,,,,
0.0429,0.311163528,0.311163528,0,,,,,
0.0013,0.006691385,0.006691385,0,,,,,
0.00E+00,0.015540697,0.015540697,0,,,,,
0.0361,0.306638397,0.306638397,0,,,,,
0.001,0.13767914,0.13767914,0,,,,,
0.0063,0.348238549,0.348238549,1,,,,,
0.0401,0.444324864,0.444324864,1,,,,,
8.55E-01,0.319804286,0.319804286,1,,,,,
0.0512,0.19508249,0.19508249,1,,,,,
0.001,0.22327303,0.22327303,1,,,,,
0.1755,0.299696252,0.299696252,1,,,,,
0.2751,0.315235555,0.315235555,1,,,,,
0.2397,0.663752076,0.663752076,1,,,,,
0.0272,0.168967442,0.168967442,1,,,,,
0.6541,0.359474305,0.359474305,1,,,,,
0.0568,0.3177498,0.3177498,1,,,,,
0.0183,0.254245054,0.254245054,1,,,,,
0.0051,0.334483183,0.334483183,1,,,,,
0.0018,0.310451524,0.310451524,1,,,,,
0.1904,0.26423778,0.26423778,1,,,,,
0,0.272481946,0.272481946,1,,,,,
0.0057,0.481438796,0.481438796,1,,,,,
0.0742,0.359034401,0.359034401,1,,,,,
0.0364,0.312788628,0.312788628,1,,,,,
0.4762,0.417354547,0.417354547,1,,,,,
0.6759,0.277063863,0.277063863,1,,,,,
0.0207,0.313017418,0.313017418,1,,,,,
0.3348,0.297578782,0.297578782,1,,,,,
0.1367,0.221695484,0.221695484,1,,,,,
0.9636626,0.347710292,0.347710292,1,,,,,
0.0024,0.19053144,0.19053144,1,,,,,
0.0024,0.143623175,0.143623175,1,,,,,
0.0766,0.235131719,0.235131719,1,,,,,
1.00E+00,0.275254669,0.275254669,1,,,,,
0.1411,0.311978834,0.311978834,1,,,,,
0.0182,0.303830183,0.303830183,1,,,,,
0.0983,0.333271744,0.333271744,1,,,,,
0.062,0.321299694,0.321299694,1,,,,,
0.00E+00,0.058570504,0.058570504,1,,,,,
1E-04,0.236766133,0.236766133,1,,,,,
0.0038,0.226033484,0.226033484,1,,,,,
0.0035,0.215355242,0.215355242,1,,,,,
1.00E+00,0.216047802,0.216047802,1,,,,,
0.0346,0.724425378,0.724425378,1,,,,,
0.0768,0.343494526,0.343494526,1,,,,,
0.0631,0.17364305,0.17364305,1,,,,,
0.0068,0.240610644,0.240610644,1,,,,,
0.1456,0.409685099,0.409685099,1,,,,,
0.0126,0.116865577,0.116865577,1,,,,,
0,0.097155081,0.097155081,1,,,,,
0.017,0.168722184,0.168722184,1,,,,,
0.0334,0.24508466,0.24508466,1,,,,,
0,0.276972527,0.276972527,1,,,,,
0.0198,0.369721444,0.369721444,1,,,,,
0.1257,0.282244363,0.282244363,1,,,,,
0.3216,0.333333333,0.333333333,1,,,,,
0.2564,0.371019723,0.371019723,1,,,,,
0.2983,0.336660069,0.336660069,1,,,,,
0.022,0.454651894,0.454651894,1,,,,,
0.0251,0.357121626,0.357121626,1,,,,,
0.1343,0.404962657,0.404962657,1,,,,,
0.0848,0.395568074,0.395568074,1,,,,,
0.0019,0.384191072,0.384191072,1,,,,,
0.0092,0.344384052,0.344384052,1,,,,,
2.69E-01,0.122652931,0.122652931,1,,,,,
0.0215,0.096258239,0.096258239,1,,,,,
0.0435,0.153007617,0.153007617,1,,,,,
0.3614,0.341208724,0.341208724,1,,,,,
0.7446,0.348844173,0.348844173,1,,,,,
0,0.13745844,0.13745844,1,,,,,
0.0585,0.309049059,0.309049059,1,,,,,
1.00E+00,0.387486543,0.387486543,1,,,,,
0.5111,0.786444149,0.786444149,1,,,,,
0.0093,0.513256578,0.513256578,1,,,,,
0.0615,0.280067733,0.280067733,1,,,,,
1.00E+00,0.142150572,0.142150572,1,,,,,
0.9389675,0.390405734,0.390405734,1,,,,,
0.0551,0.438493028,0.438493028,1,,,,,
0.3254,0.29371676,0.29371676,1,,,,,
0.006,0.254597358,0.254597358,1,,,,,
9.96E-01,0.36284426,0.36284426,1,,,,,
6.20E-02,0.148049756,0.148049756,1,,,,,
0.1933,0.262958033,0.262958033,1,,,,,
6.00E-04,0.071506834,0.071506834,1,,,,,
0.0434,0.324391944,0.324391944,1,,,,,
0,0.174113817,0.174113817,1,,,,,
0.084,0.336456798,0.336456798,1,,,,,
0.019,0.289438282,0.289438282,1,,,,,
0.0566,0.26529611,0.26529611,1,,,,,
0.4663,0.444610427,0.444610427,1,,,,,
0.1457,0.261831616,0.261831616,1,,,,,
0.0625,0.140740875,0.140740875,1,,,,,
0.3996,0.34215797,0.34215797,1,,,,,
0.0007,0.261725624,0.261725624,1,,,,,
0.4003,0.310529307,0.310529307,1,,,,,
1E-04,0.114023283,0.114023283,1,,,,,
0.0637,0.28067041,0.28067041,1,,,,,
0.58,0.418788747,0.418788747,1,,,,,
6.16E-02,0.063676966,0.063676966,1,,,,,
9.74E-01,0.243660124,0.243660124,1,,,,,
0.4409,0.320018953,0.320018953,1,,,,,
0.0005,0.079436456,0.079436456,1,,,,,
0.1248,0.331781518,0.331781518,1,,,,,
4.78E-01,0.19695138,0.19695138,1,,,,,
0.4127,0.228419919,0.228419919,1,,,,,
0.0025,0.123071384,0.123071384,1,,,,,
0.0004,0.193562177,0.193562177,1,,,,,
0.0236,0.373155079,0.373155079,1,,,,,
0.2013,0.357109338,0.357109338,1,,,,,
0.0028,0.300177154,0.300177154,1,,,,,
0.0732,0.143890903,0.143890903,1,,,,,
0.1408,0.331781995,0.331781995,1,,,,,
9.17E-01,0.318775921,0.318775921,1,,,,,
1.53E-01,0.143966678,0.143966678,1,,,,,
0.0206,0.150162462,0.150162462,1,,,,,
0.0268,0.365674336,0.365674336,1,,,,,
0.5874,0.325833931,0.325833931,1,,,,,
0.0042,0.1232541,0.1232541,1,,,,,
0.2231,0.267792642,0.267792642,1,,,,,
0.0356,0.391312862,0.391312862,1,,,,,
0.0442,0.329634548,0.329634548,1,,,,,
0.0531,0.284096464,0.284096464,1,,,,,
0.0066,0.286243102,0.286243102,1,,,,,
0.065,0.224308126,0.224308126,1,,,,,
0.0526,0.321829336,0.321829336,1,,,,,
1E-04,0.251015293,0.251015293,1,,,,,
0.0121,0.323220917,0.323220917,1,,,,,
0.2069,0.398867817,0.398867817,1,,,,,
0.0159,0.410708206,0.410708206,1,,,,,
9.65E-01,0.165345005,0.165345005,1,,,,,
0.5815,0.312984524,0.312984524,1,,,,,
0.0003,0.201621361,0.201621361,1,,,,,
0.0002,0.179964447,0.179964447,1,,,,,
0.0071,0.190673811,0.190673811,1,,,,,
0.0898,0.462023161,0.462023161,1,,,,,
0.0194,0.318770892,0.318770892,1,,,,,
0.052,0.300851033,0.300851033,1,,,,,
0.0004,0.207752264,0.207752264,1,,,,,
0.0865,0.417684928,0.417684928,1,,,,,
0.5755,0.313658329,0.313658329,1,,,,,
4.48E-02,0.183131493,0.183131493,1,,,,,
1E-04,0.090205384,0.090205384,1,,,,,
0.0041,0.217609916,0.217609916,1,,,,,
0.4239,0.373197853,0.373197853,1,,,,,
0.0085,0.32155477,0.32155477,1,,,,,
0.2446,0.374715503,0.374715503,1,,,,,
0.3207,0.495055122,0.495055122,1,,,,,
0.0069,0.367018159,0.367018159,1,,,,,
0.0115,0.30301889,0.30301889,1,,,,,
0.0008,0.109382109,0.109382109,1,,,,,
0.0048,0.15252262,0.15252262,1,,,,,
0.0741,0.782711864,0.782711864,1,,,,,
0.0772,0.321513676,0.321513676,1,,,,,
0.4475,0.35632688,0.35632688,1,,,,,
0.0352,0.222434805,0.222434805,1,,,,,
0.0094,0.218074168,0.218074168,1,,,,,
0.4372,0.328533914,0.328533914,1,,,,,
4.24E-01,0.18776447,0.18776447,1,,,,,
0.5628,0.685660925,0.685660925,1,,,,,
0.0198,0.194081487,0.194081487,1,,,,,
0.1054,0.366415044,0.366415044,1,,,,,
0.4525,0.327758152,0.327758152,1,,,,,
0.0066,0.170389122,0.170389122,1,,,,,
0.0374,0.300703684,0.300703684,1,,,,,
0.0593,0.285948487,0.285948487,1,,,,,
0.5342,0.582262227,0.582262227,1,,,,,
0.3402,0.357426491,0.357426491,1,,,,,
1E-04,0.073076012,0.073076012,1,,,,,
0.0517,0.421637792,0.421637792,1,,,,,
0.1924,0.40830984,0.40830984,1,,,,,
0.6491,0.276289891,0.276289891,1,,,,,
0.1335,0.276130959,0.276130959,1,,,,,
0.0148,0.216675378,0.216675378,1,,,,,
0.0018,0.285676014,0.285676014,1,,,,,
0.0556,0.29515966,0.29515966,1,,,,,
0.0003,0.300704262,0.300704262,0,,,,,
0,0.106123245,0.106123245,0,,,,,
0.00E+00,0.002891386,0.002891386,0,,,,,
0.0003,0.116770404,0.116770404,0,,,,,
1.00E-04,0.058566845,0.058566845,0,,,,,
0.2762,0.270589592,0.270589592,0,,,,,
0,0.029111106,0.029111106,0,,,,,
0.5481,0.32779708,0.32779708,0,,,,,
0.00E+00,0.007304578,0.007304578,0,,,,,
0,0.138786409,0.138786409,0,,,,,
0.0055,0.208462737,0.208462737,0,,,,,
0.1738,0.291034243,0.291034243,0,,,,,
0.0003,0.035567889,0.035567889,0,,,,,
0.00E+00,0.010077737,0.010077737,0,,,,,
1E-04,0.099852646,0.099852646,0,,,,,
0.00E+00,0.027703202,0.027703202,0,,,,,
0.0854,0.32057112,0.32057112,0,,,,,
0.0018,0.310816457,0.310816457,0,,,,,
0,0.009666237,0.009666237,0,,,,,
0.00E+00,0.003467266,0.003467266,0,,,,,
0.00E+00,0.008118399,0.008118399,0,,,,,
0.00E+00,0.06064651,0.06064651,0,,,,,
0,0.025590693,0.025590693,0,,,,,
0.00E+00,0.009855675,0.009855675,0,,,,,
0.00E+00,0.030948023,0.030948023,0,,,,,
2.00E-04,0.063417544,0.063417544,0,,,,,
3.30E-03,0.033192212,0.033192212,0,,,,,
0.00E+00,0.005958492,0.005958492,0,,,,,
1.70E-03,0.090617036,0.090617036,0,,,,,
1.01E-01,0.150230607,0.150230607,0,,,,,
1E-04,0.076548246,0.076548246,0,,,,,
0.00E+00,0.006504663,0.006504663,0,,,,,
0.00E+00,0.005437458,0.005437458,0,,,,,
0.00E+00,0.00884928,0.00884928,0,,,,,
1E-04,0.070875994,0.070875994,0,,,,,
6.00E-04,0.045161753,0.045161753,0,,,,,
0.00E+00,0.022230729,0.022230729,0,,,,,
1.00E-04,0.029880982,0.029880982,0,,,,,
0.0012,0.146133377,0.146133377,0,,,,,
0.6454,0.29204427,0.29204427,0,,,,,
1E-04,3.86012E-08,3.86012E-08,0,,,,,
0.0067,0.218403585,0.218403585,0,,,,,
0.3139,0.321542379,0.321542379,0,,,,,
0.009,0.034541812,0.034541812,0,,,,,
0.5001,0.31476403,0.31476403,0,,,,,
1.00E-04,0.052830935,0.052830935,0,,,,,
0.00E+00,0.003698953,0.003698953,0,,,,,
0.0359,0.290615988,0.290615988,0,,,,,
0.00E+00,0.008469952,0.008469952,0,,,,,
0.0198,0.333333333,0.333333333,0,,,,,
3.06E-02,0.12485641,0.12485641,0,,,,,
0,0.003234796,0.003234796,0,,,,,
0.146,0.291166423,0.291166423,0,,,,,
0,0.010095998,0.010095998,0,,,,,
0.0033,0.209514539,0.209514539,0,,,,,
0.0312,0.217802135,0.217802135,0,,,,,
1.00E-04,0.03206483,0.03206483,0,,,,,
0.0045,0.339899205,0.339899205,1,,,,,
0.0939,0.361667228,0.361667228,1,,,,,
0.0235,0.267666428,0.267666428,1,,,,,
1E-04,0.096967084,0.096967084,1,,,,,
0.062,0.312077506,0.312077506,1,,,,,
1E-04,0.236217704,0.236217704,1,,,,,
0.0007,0.326141189,0.326141189,1,,,,,
0.6634,0.422358016,0.422358016,1,,,,,
1.32E-01,0.119749817,0.119749817,1,,,,,
1.00E+00,0.300458946,0.300458946,1,,,,,
0.3644,0.307377559,0.307377559,1,,,,,
0.0007,0.266963183,0.266963183,1,,,,,
0.0007,0.183752817,0.183752817,1,,,,,
0.0842,0.356631751,0.356631751,1,,,,,
0.0004,0.224834244,0.224834244,1,,,,,
0.1875,0.336552109,0.336552109,1,,,,,
9.96E-01,0.270755055,0.270755055,1,,,,,
0.4975,0.296976601,0.296976601,1,,,,,
0.056,0.424303113,0.424303113,1,,,,,
0.0549,0.347363878,0.347363878,1,,,,,
9.02E-01,0.256277779,0.256277779,1,,,,,
0.0022,0.226896761,0.226896761,1,,,,,
0.5129,0.48894314,0.48894314,1,,,,,
0.6172,0.481519888,0.481519888,1,,,,,
0.7183,0.624577962,0.624577962,1,,,,,
0.352,0.333509578,0.333509578,1,,,,,
0.2753,0.182680321,0.182680321,1,,,,,
0.1375,0.449154962,0.449154962,1,,,,,
0,0.281834907,0.281834907,1,,,,,
0.026,0.311886091,0.311886091,1,,,,,
0.0085,0.203332541,0.203332541,1,,,,,
0.074,0.336759162,0.336759162,1,,,,,
0,0.047711769,0.047711769,1,,,,,
0.0162,0.189892851,0.189892851,1,,,,,
0.0002,0.253897826,0.253897826,1,,,,,
0.0383,0.327878327,0.327878327,1,,,,,
0.2169,0.412067588,0.412067588,1,,,,,
0.4241,0.239959557,0.239959557,1,,,,,
0.3584,0.417818325,0.417818325,1,,,,,
0.0004,0.321578366,0.321578366,1,,,,,
0.0299,0.384314833,0.384314833,1,,,,,
0.0459,0.236170506,0.236170506,1,,,,,
0.4718,0.561743713,0.561743713,1,,,,,
0.0025,0.259011999,0.259011999,1,,,,,
0.0195,0.258916233,0.258916233,1,,,,,
0.0207,0.34762099,0.34762099,1,,,,,
0.0002,0.26210382,0.26210382,1,,,,,
0.0033,0.23328192,0.23328192,1,,,,,
0.0926,0.178683097,0.178683097,1,,,,,
0.0642,0.448029243,0.448029243,1,,,,,
0.9464593,0.306055922,0.306055922,1,,,,,
0.0225,0.225829825,0.225829825,1,,,,,
0.1687,0.363751363,0.363751363,1,,,,,
6.02E-01,0.289786603,0.289786603,1,,,,,
9.61E-01,0.324905186,0.324905186,1,,,,,
0.0831,0.213016235,0.213016235,1,,,,,
0.3083,0.344400713,0.344400713,1,,,,,
0.2423,0.4180255,0.4180255,1,,,,,
0.0007,0.199932022,0.199932022,1,,,,,
9.99E-01,0.225543881,0.225543881,1,,,,,
7.81E-01,0.294482528,0.294482528,1,,,,,
0,1.47657E-08,1.47657E-08,1,,,,,
0.1185,0.27558179,0.27558179,1,,,,,
0.0002,0.197231119,0.197231119,1,,,,,
0.0647,0.344053412,0.344053412,1,,,,,
0.0304,0.214330694,0.214330694,1,,,,,
0.2497,0.335512108,0.335512108,1,,,,,
0.1299,0.384454187,0.384454187,1,,,,,
0.4383,0.323368261,0.323368261,1,,,,,
0.0817,0.230703881,0.230703881,1,,,,,
0.0291,0.317728478,0.317728478,1,,,,,
0.8391,0.357634997,0.357634997,1,,,,,
0.0214,0.272760525,0.272760525,1,,,,,
0.0273,0.303557052,0.303557052,1,,,,,
0.13,0.413286201,0.413286201,1,,,,,
0.4672,0.430913864,0.430913864,1,,,,,
0.0006,0.575554177,0.575554177,1,,,,,
0.395,0.295070001,0.295070001,1,,,,,
1.00E-04,0.005419236,0.005419236,1,,,,,
