,CID,TYPE,ITYPE_BEST,FITPROB_Ia,FITPROB_Ibc,FITPROB_II,CHI2_Ia,CHI2_Ibc,CHI2_II,PBAYES_Ia,PBAYES_Ibc,PBAYES_II,Ia=0__CC=1
0,13373,1,0,0.9958,0.2044,8.66788e-02,6.0906,23.7883,26.6064,1,4.47755e-06,2.58934e-06,0
1,1408,1,0,0.9977,0.9725,0.8984,5.5416,8.3753,10.9030,0.9866,8.77326e-03,4.64822e-03,0
2,8322,1,0,0.9999,0.6623,1.85594e-02,0.6085,6.7577,19.8969,0.9997,3.40870e-04,1.29398e-07,0
3,14684,1,0,1,7.32069e-04,4.56111e-03,2.4337,43.2732,36.0181,1,5.20868e-10,3.77967e-09,0
4,176,1,0,0.7740,0.7717,0.7576,12.4213,12.4577,12.6762,0.9200,5.59892e-02,2.40291e-02,0
5,3954,1,0,0.9218,5.72788e-02,4.43258e-03,9.5388,25.7749,34.6527,0.9998,1.87766e-04,5.72022e-07,0
6,9058,1,-9,0.9938,0.9672,0.9309,8.26443e-02,0.2612,0.4447,0.8314,0.1325,3.60511e-02,0
7,9249,1,0,1,8.99044e-26,5.10398e-09,0.9040,164.9324,75.5412,1,1.21808e-37,1.01643e-17,0
8,5765,1,0,0.8416,0.3324,0.5445,12.9401,21.0802,16.6908,0.9913,4.99475e-04,8.22126e-03,0
9,4963,1,0,0.9958,0.9152,0.9110,0.3841,0.9639,1.5182,0.9022,2.80141e-02,6.97937e-02,0
10,13558,1,-9,0.9999,0.9803,0.9801,4.42891e-09,3.97448e-02,4.02811e-02,0.7870,0.1352,7.78171e-02,0
11,5316,1,0,0.9999,1.70665e-02,0.4243,3.3024,31.5580,17.4494,0.9953,2.11983e-07,4.73342e-03,0
12,4799,1,0,0.9632,0.9321,0.9166,9.5517,9.9929,11.2090,0.9785,1.75616e-02,3.94715e-03,0
13,7848,1,0,1,1.70529e-05,2.00115e-12,1.5852,54.2044,94.7561,1,1.73864e-13,1.22568e-22,0
14,5778,1,0,0.9888,0.9652,0.9746,7.7724,8.7549,8.9335,0.8302,0.1508,1.89449e-02,0
15,12037,1,0,0.9207,0.8022,0.8239,10.3284,11.9653,12.4373,0.9378,5.70550e-02,5.17478e-03,0
16,5830,1,0,0.9579,0.9423,0.9437,9.0773,9.6660,9.6176,0.9672,1.94280e-02,1.33445e-02,0
17,5104,1,0,0.9977,1.17980e-02,0.1761,6.1060,34.2296,23.3881,1,6.12433e-07,3.70679e-05,0
18,14214,1,0,0.9876,0.7547,0.8415,7.2709,13.6015,12.1099,0.9985,1.08246e-04,1.35213e-03,0
19,14307,1,0,0.8280,0.7640,0.7252,13.2029,13.4526,14.0594,0.9808,1.61056e-02,3.09113e-03,0
20,8255,1,0,1,0.3360,0.2147,0.4929,10.1811,11.9749,0.9992,7.91700e-04,4.85290e-05,0
21,10013,1,0,0.9412,0.5012,0.7390,10.4401,18.3195,14.7403,0.9962,1.50627e-03,2.33007e-03,0
22,3338,1,0,0.4469,0.1650,0.7188,18.1337,23.7035,14.1572,0.7052,9.37515e-03,0.2854,0
23,7812,1,0,1,1,0.9991,4.83127e-02,5.85936e-02,0.2011,0.7119,0.1078,0.1803,0
24,3551,1,0,0.9984,0.8176,1.08714e-02,3.2958,8.3860,27.4260,0.9869,1.31216e-02,1.10774e-06,0
25,1377,1,0,0.9992,0.9619,0.4402,0.1926,1.4633,4.8043,0.9740,1.65155e-02,9.50356e-03,0
26,9262,1,2,0.8183,0.2814,0.9989,12.5370,20.9611,4.9480,1.94370e-02,5.93299e-05,0.9805,0
27,869,1,0,1,5.12924e-04,8.01253e-05,0.5254,27.8043,32.3646,1,5.68188e-08,8.61589e-09,0
28,1603,1,0,0.9945,7.18590e-03,1.33218e-04,6.9543,35.9381,48.3570,1,1.57481e-08,3.98253e-11,0
29,11444,1,0,0.5110,0.4420,0.3406,18.1719,18.2080,19.8632,0.5343,0.3783,8.73226e-02,0
30,6775,1,0,1,3.02165e-07,1.48120e-04,1.2148,63.2544,46.4407,1,7.23819e-15,5.97867e-12,0
31,13389,1,0,0.9997,3.28979e-02,3.67696e-05,2.4368,23.8126,43.5256,1,9.21729e-07,4.26240e-11,0
32,12089,1,0,1,0.6948,8.50690e-03,0.5284,13.6057,32.5369,0.9997,3.16276e-04,1.05619e-08,0
33,3401,1,-9,0.9998,0.9607,0.9977,0.1092,1.0224,0.2953,0.4535,4.80125e-02,0.4984,0
34,8702,1,0,0.9994,0.9995,3.01474e-03,3.6740,3.9340,37.3516,0.8745,0.1255,2.61828e-09,0
35,7501,1,0,0.9175,0.7895,0.7136,3.9053,5.4916,5.4042,0.8447,8.11228e-02,7.41895e-02,0
36,13555,1,-9,0.9995,0.9979,0.9992,1.48475e-02,4.03889e-02,2.04895e-02,0.6511,6.68641e-02,0.2820,0
37,2302,1,-9,0.9998,0.9990,0.9995,4.49539e-04,2.01935e-03,1.03146e-03,0.8055,6.24977e-02,0.1320,0
38,2776,1,0,1,0.4732,0.9633,0.3646,11.6614,4.2125,0.9575,5.05337e-04,4.19931e-02,0
39,12249,1,0,1,0.9344,0.7650,0.4978,3.6229,5.7466,0.9901,9.55105e-03,3.21675e-04,0
40,8511,1,0,0.9999,0.9888,0.1812,3.2266,6.5367,20.9316,0.9444,5.55491e-02,3.32603e-06,0
41,13870,1,0,1,4.72742e-02,2.59020e-11,1.0567,29.0913,88.5841,1,1.49516e-07,5.03004e-21,0
42,11527,1,0,1,1.46520e-02,1.21691e-05,3.0387,33.4653,53.4390,1,7.90922e-09,2.36269e-13,0
43,11855,1,0,1,2.80378e-06,1.84222e-16,1.0749,59.1514,116.5889,1,4.73504e-14,3.34328e-27,0
44,3085,1,0,0.9934,0.2589,0.4837,1.8686,10.0884,7.5004,0.9993,3.63043e-04,3.71087e-04,0
45,12038,1,0,1,0.2353,2.45760e-02,0.9967,20.8004,30.2532,1,2.47871e-05,8.29507e-08,0
46,11258,1,0,0.9233,0.1835,0.1756,11.0151,23.1877,23.4027,0.9909,6.84857e-03,2.20155e-03,0
47,2209,1,0,0.9894,0.2287,0.7453,2.1220,10.5465,5.1142,0.9417,4.21753e-04,5.78754e-02,0
48,14103,1,0,0.9997,0.9984,3.85467e-02,0.2457,0.4459,13.2976,0.9353,6.47213e-02,1.86583e-05,0
49,2605,1,0,0.4828,0.4451,0.3804,8.5191,8.9152,9.6406,0.9272,3.55561e-02,3.72060e-02,0
50,12861,1,0,1,0.9495,0.9971,4.94934e-02,1.1513,0.3293,0.9176,1.95535e-02,6.28852e-02,0
51,3961,1,0,1,0.4136,0.2723,2.5616,17.6133,18.9308,0.9997,2.73489e-04,3.28151e-05,0
52,11889,1,-9,0.9921,0.9996,0.9575,1.57980e-02,3.01831e-07,8.68228e-02,0.7146,0.1413,0.1441,0
53,6668,1,0,1,0.2050,7.17576e-06,1.7286,23.7732,56.5952,1,3.04664e-06,1.02450e-13,0
54,9507,1,0,0.9999,0.9993,0.5721,3.4347,4.6760,15.3244,0.8458,0.1541,8.28123e-05,0
55,10506,1,0,0.9564,0.5632,5.16583e-03,6.3656,11.5696,29.7208,0.7866,0.2134,8.01630e-06,0
56,14848,1,0,0.5734,0.4897,0.5250,12.4096,12.4685,13.0190,0.9821,1.43483e-02,3.50420e-03,0
57,6911,20,-9,0.9946,0.5053,0.9996,5.7690,16.2627,3.8863,0.1959,3.33943e-04,0.8038,1
58,1607,20,-9,0.9069,0.1353,0.8307,10.6932,24.6356,12.3120,0.2671,2.51069e-04,0.7326,1
59,9627,20,0,0.9999,0.9987,0.9980,2.2021,3.2015,3.4416,0.8483,0.1081,4.36214e-02,1
60,9852,20,2,0.5650,2.67928e-02,0.9880,17.3671,31.2688,7.8598,1.94659e-03,1.74809e-06,0.9981,1
61,3493,20,-9,0.6103,0.5525,0.7165,16.6978,17.5519,15.0960,8.03795e-02,7.49096e-02,0.8447,1
62,5357,20,0,0.9843,0.9864,0.9837,8.2230,8.0264,8.2731,0.3563,0.3498,0.2938,1
63,7796,20,-9,0.9798,0.9677,0.9935,7.9197,9.3235,7.1252,0.1835,5.37498e-02,0.7627,1
64,8783,20,-9,0.9692,0.9786,0.9807,2.8711,2.5831,2.5050,0.1645,0.3656,0.4698,1
65,11918,20,0,0.9300,0.6879,0.3881,9.3102,13.7040,18.0125,0.8684,7.15554e-02,6.00581e-02,1
66,1322,21,0,0.9996,0.8086,0.9956,4.3084,11.8585,6.1324,0.7111,5.59517e-03,0.2833,1
67,13306,22,0,0.7589,0.7297,0.5329,5.8089,6.1021,8.0122,0.5598,0.1744,0.2657,1
68,1051,32,0,0.8842,0.8258,0.7962,11.2334,12.4021,12.9211,0.8766,4.99664e-03,0.1184,1
69,8646,32,-9,0.9998,0.9998,0.9973,7.18718e-03,7.41299e-03,5.41009e-03,0.4775,9.81503e-02,0.4243,1
70,7329,32,-9,0.9455,0.9245,0.9754,10.2873,10.9804,8.8794,0.2892,0.5417,0.1690,1
71,6868,32,0,0.9994,0.9356,0.5441,5.0774,10.6334,17.6772,0.8460,0.1530,1.05532e-03,1
72,13015,33,0,0.5814,0.5255,0.5493,5.6476,6.1231,5.9183,0.8642,6.99152e-02,6.58660e-02,1
73,4699,33,0,0.7491,0.5979,0.4296,11.9260,14.0108,17.3700,0.9918,7.30199e-03,8.99468e-04,1
74,582,20,2,0.9840,0.9188,0.9999,6.9634,9.6207,3.0384,8.84939e-03,4.04326e-03,0.9871,1
75,8592,20,0,0.1756,4.97410e-02,8.45521e-02,12.7225,16.9352,15.2400,0.9943,1.66462e-03,4.06530e-03,1
76,13791,20,-9,0.9350,0.9261,0.8028,10.6505,10.9326,13.6655,0.2978,0.4470,0.2552,1
77,4829,20,-9,0.9680,0.8813,0.9944,2.9041,4.4246,1.7914,0.3951,6.66381e-02,0.5383,1
78,855,20,0,0.9987,0.9999,0.9979,0.2309,9.21466e-02,0.2841,0.5866,0.3481,6.52987e-02,1
79,10133,20,2,0.1484,0.4776,0.9477,23.0266,16.6603,8.7513,3.46451e-04,5.54400e-03,0.9941,1
80,466,20,0,0.9884,0.9805,0.9834,6.5751,7.2203,7.0134,0.9421,2.25415e-02,3.53361e-02,1
81,6492,20,-9,0.9702,0.9489,0.9922,8.5010,9.4305,6.7365,0.1814,3.41656e-02,0.7844,1
82,2837,20,0,0.7874,0.6783,0.6162,13.9359,15.6826,16.6116,0.8704,7.06872e-02,5.88906e-02,1
83,14168,20,0,0.9747,8.91475e-02,5.47374e-04,8.2466,26.4863,42.6091,1,7.43921e-06,3.63752e-09,1
84,8123,22,-9,0.1454,0.3487,0.1881,25.4791,19.7218,23.0648,0.1113,0.4613,0.4274,1
85,5716,22,-9,0.9026,0.5511,0.6823,9.2535,14.6401,13.7840,0.2701,0.3115,0.4184,1
86,10867,32,1,0.6259,0.9918,2.41177e-18,16.4672,7.3899,126.5481,5.97730e-02,0.9402,2.36967e-26,1
87,8857,32,-9,0.4566,0.4484,0.4471,16.9665,17.0885,17.1073,0.1916,0.5083,0.3001,1
88,6500,32,-9,0.9776,0.9726,0.9689,0.1999,0.2300,0.2514,0.7727,0.1976,2.96607e-02,1
89,1800,33,0,0.9978,0.9972,0.9971,5.5045,5.7159,5.7593,0.8972,7.22742e-02,3.04871e-02,1
90,5500,33,0,0.9755,0.7349,0.8028,2.1651,5.2099,4.5664,0.9722,1.47325e-02,1.31154e-02,1
91,8489,20,0,0.9962,0.7955,0.9650,5.9986,13.7954,9.4614,0.8119,9.26999e-03,0.1788,1
92,6649,20,0,0.9219,0.9138,0.9173,3.8352,3.9638,3.9089,0.7560,0.1264,0.1176,1
93,14874,20,-9,0.8456,0.7559,0.9645,12.0317,13.5814,8.7877,0.1331,3.58844e-02,0.8310,1
94,14253,20,0,0.2194,1.73294e-03,6.03028e-02,20.0189,37.5862,26.8501,0.9408,3.20702e-05,5.92142e-02,1
95,13277,20,-9,0.6340,0.8063,0.9988,14.4642,11.8983,4.0764,7.00927e-02,5.50681e-02,0.8748,1
96,13087,20,-9,0.9976,0.9997,0.8667,2.6375,1.7680,6.0980,0.1330,0.7643,0.1027,1
97,14421,20,-9,0.8924,0.8336,0.8382,11.8397,13.0963,13.0069,0.2669,0.2180,0.5151,1
98,3042,20,0,0.9930,0.9949,0.9979,6.0307,5.7189,4.9629,0.8893,1.40602e-02,9.66465e-02,1
99,2931,21,0,0.8843,3.19577e-02,0.7464,4.3852,18.2897,5.9354,0.8897,3.35696e-04,0.1099,1
100,5990,22,0,0.9977,0.7810,0.8056,5.5432,14.0460,13.6168,0.9906,6.69970e-03,2.71788e-03,1
101,11661,22,-9,0.9328,0.8701,0.8674,0.1390,0.2783,0.2846,0.5761,0.2492,0.1748,1
102,270,32,1,1.70147e-03,0.3547,3.79215e-04,40.6491,20.6812,46.8180,1.78980e-04,0.9998,1.12787e-05,1
103,2123,32,0,0.9918,0.9953,0.9847,1.9775,1.7048,2.3485,0.5912,0.1505,0.2582,1
104,4925,32,-9,0.2574,0.5628,0.3792,20.3355,15.4536,18.1543,2.91832e-02,0.8633,0.1076,1
105,156,33,0,0.5052,0.5372,0.5645,18.2589,17.7791,17.3753,0.4725,0.2744,0.2531,1
106,3889,33,0,0.9606,0.4053,0.9642,7.5728,17.7418,8.1080,0.8313,3.03688e-03,0.1657,1
107,129,20,0,0.1518,0.1623,0.1964,24.0999,23.7817,22.8515,0.5544,0.2055,0.2401,1
108,12062,20,-9,0.6576,0.2843,0.7207,11.3590,16.4910,10.5540,0.2744,1.23169e-02,0.7133,1
109,13412,20,0,0.9999,0.9031,0.9541,3.7252,10.7896,9.2330,0.8622,3.19095e-02,0.1059,1
110,4047,20,0,0.9988,0.9968,0.9959,5.5574,6.4067,6.6417,0.4885,0.2582,0.2533,1
111,648,20,-9,0.9555,0.9500,0.9657,9.8961,10.1170,9.4262,0.1733,0.1151,0.7116,1
112,7312,20,-9,0.9359,0.8953,0.9793,10.6214,11.7690,8.6156,0.2683,7.68981e-02,0.6548,1
113,2710,20,0,0.9956,0.9711,0.9531,6.7110,9.1363,9.9920,0.6632,0.1679,0.1689,1
114,10186,20,2,4.35355e-02,0.3613,0.9904,29.4152,18.4448,6.9722,4.49837e-05,3.06783e-03,0.9969,1
115,14517,20,1,0.9976,0.9993,0.9811,6.1365,5.1493,8.4831,8.09912e-02,0.9008,1.82424e-02,1
116,7324,20,0,0.7052,0.1265,0.2475,6.3427,13.8845,11.4282,0.8510,1.19375e-02,0.1371,1
117,12974,22,-9,0.8874,0.9355,0.9450,3.6478,3.6041,2.8220,0.2468,0.1633,0.5899,1
118,698,22,0,0.9452,0.9347,0.9183,10.2969,10.6614,11.1603,0.8875,5.19502e-02,6.05064e-02,1
119,8422,32,1,8.36504e-03,0.9483,1.31805e-03,35.4201,10.1818,41.4525,6.00025e-05,0.9999,9.69256e-07,1
120,11462,32,0,0.9969,0.9826,0.9927,6.3620,8.3625,7.2594,0.3627,0.3403,0.2970,1
121,4917,32,-9,0.7140,0.5824,0.5804,0.6738,1.0812,1.0880,0.7838,0.1045,0.1116,1
122,10391,33,0,0.7769,0.8018,0.6167,5.6234,5.3605,7.1965,0.6447,0.1336,0.2217,1
123,10203,33,0,0.9993,0.8993,0.8819,4.6931,10.8820,11.2842,0.9693,1.74159e-02,1.32967e-02,1
124,14833,20,0,0.6901,0.4582,0.4168,6.4900,8.7760,9.2245,0.6309,2.41569e-02,0.3450,1
125,3695,20,2,0.9605,0.8502,0.9936,9.6767,12.7688,7.1143,2.86732e-02,1.09747e-02,0.9604,1
126,4943,20,1,0.9850,0.9751,0.9826,8.1565,8.2249,8.3615,1.35690e-02,0.9816,4.79483e-03,1
127,10745,20,-9,0.9975,0.9967,0.9836,1.4516,1.5625,2.3932,0.2095,0.6776,0.1128,1
128,13578,20,0,0.9997,0.1023,0.3148,4.4843,27.1042,21.4070,0.9998,3.66870e-06,1.50128e-04,1
129,14243,20,0,0.9221,0.9530,0.9530,1.4198,1.5943,1.5942,0.9699,1.53055e-02,1.48440e-02,1
130,10257,20,-9,0.9741,0.9919,0.9333,2.2045,1.9754,3.6428,0.2807,0.5989,0.1204,1
131,10210,20,0,0.9958,0.9793,0.9714,0.3809,0.7634,0.8837,0.9560,3.40373e-02,9.96467e-03,1
132,8868,20,0,1,0.9999,0.9974,2.1536,3.5208,5.6565,0.5116,0.3285,0.1599,1
133,8355,21,0,2.54910e-02,3.17029e-07,1.43096e-12,32.7788,64.9479,95.5586,1,6.10971e-08,1.27323e-14,1
134,2308,22,-9,0.5225,0.5948,0.5237,8.1165,7.4071,8.1040,0.2542,0.4562,0.2896,1
135,9989,32,-9,0.7945,0.8834,0.4785,12.9508,11.2513,17.6556,0.2959,0.6721,3.20254e-02,1
136,12669,32,0,0.9969,0.3213,0.5058,1.1687,9.2540,7.2891,0.9983,3.03949e-04,1.43813e-03,1
137,3476,32,0,0.7334,0.5965,0.3935,14.8287,16.9019,20.0172,0.9927,5.20869e-03,2.07768e-03,1
138,10973,33,0,0.8319,0.5529,0.7133,4.2712,6.8499,5.4072,0.7298,8.68439e-02,0.1833,1
139,13453,33,0,0.5561,7.04919e-03,0.5861,7.7840,22.6433,7.4913,0.9485,2.27504e-05,5.14973e-02,1
140,9191,33,0,0.9992,0.9963,0.9985,5.2202,6.5469,5.7144,0.9100,2.75517e-02,6.24954e-02,1
141,7630,20,-9,0.3828,0.4589,0.4748,18.0956,16.9336,16.7004,0.3904,0.1169,0.4927,1
142,3917,20,-9,0.1960,0.4912,0.6238,18.2418,13.4525,11.7820,0.1024,0.4654,0.4323,1
143,3618,20,-9,0.9189,0.9207,0.9157,11.1436,11.0930,11.2350,0.3710,0.1428,0.4863,1
144,2553,20,-9,0.9008,0.8895,0.9960,4.1561,4.3149,1.6404,0.1049,0.1127,0.7824,1
145,11588,20,2,0.9680,0.9920,0.9992,9.3083,7.3681,5.2318,3.73017e-02,4.42271e-02,0.9185,1
146,12705,20,0,0.8620,0.4825,0.4484,10.8937,16.5896,17.0879,0.6409,0.1992,0.1599,1
147,5329,20,0,0.1184,7.00466e-02,2.39419e-20,26.4382,27.5022,137.0244,0.6065,0.3935,1.27496e-25,1
148,6985,20,0,0.8925,0.7813,0.6660,9.4774,11.4435,13.0921,0.6840,0.2283,8.76834e-02,1
149,6690,20,-9,0.9901,0.9979,0.3492,2.0836,1.0509,8.9191,0.4508,0.5435,5.76581e-03,1
150,14141,20,-9,9.43775e-02,0.9962,0.9966,27.4604,6.5690,6.4537,6.79903e-06,0.3428,0.6572,1
151,4230,21,2,0.8171,0.5615,0.9996,10.8756,15.4718,3.8730,3.96601e-03,4.01717e-04,0.9956,1
152,7269,22,2,0.7676,0.4930,0.9865,14.2718,18.4440,8.0141,7.65946e-02,1.24927e-02,0.9109,1
153,11386,22,0,0.8872,0.8073,0.8649,4.3459,5.3015,4.6354,0.4670,7.34789e-02,0.4595,1
154,9749,32,0,0.4252,0.2576,0.2253,19.5009,22.5531,23.2795,0.9818,2.37053e-03,1.58352e-02,1
155,7063,32,-9,0.8403,0.6133,0.9117,3.4515,5.3829,2.6949,0.4086,0.1816,0.4098,1
156,14041,32,-9,0.9323,0.8945,0.8942,0.1403,0.2230,0.2237,0.4474,0.3550,0.1976,1
157,4991,33,0,0.9925,0.9846,0.9740,7.2827,8.1909,8.9688,0.8523,6.50244e-02,8.26310e-02,1
158,6771,33,0,0.8751,0.7629,0.7886,12.2392,14.3510,13.9155,0.7827,0.1495,6.77239e-02,1
159,4199,33,0,0.9966,0.8883,0.9304,3.7871,8.0205,7.1092,0.5438,0.2445,0.2117,1
160,9738,20,-9,0.9230,0.9303,0.9327,9.5084,9.3017,9.2321,0.2278,0.2247,0.5475,1
161,6712,20,0,0.9985,0.9003,0.9996,1.2732,4.1642,0.8959,0.5528,1.39488e-02,0.4333,1
162,3836,20,0,0.9960,0.9828,0.9611,1.6384,2.4248,3.0775,0.6775,5.50701e-02,0.2674,1
163,12978,20,2,0.3668,0.3145,0.9989,20.4708,20.3303,5.4919,3.10675e-05,1.04174e-04,0.9999,1
164,2150,20,-9,0.9988,0.9988,0.9897,1.2027,1.2094,2.1050,0.2213,0.3327,0.4460,1
165,5878,20,-9,0.9996,0.9834,0.9973,4.2269,7.6480,5.7037,0.3168,8.08911e-02,0.6023,1
166,5039,20,0,0.9821,0.9746,0.5625,8.4085,8.9338,17.4043,0.8936,9.98920e-02,6.50589e-03,1
167,8332,20,-9,0.4584,0.9123,0.9726,8.7743,3.9866,2.7728,6.03772e-02,0.3258,0.6138,1
168,10570,20,0,0.7507,4.37174e-07,1.37709e-05,5.0644,44.6051,36.5759,1,2.16579e-11,1.55817e-08,1
169,14552,21,0,0.5819,2.33892e-03,1.43799e-12,15.1892,36.6625,91.3040,0.9999,5.53667e-05,1.08811e-17,1
170,12704,22,0,0.5664,0.2986,0.3176,7.6825,10.6760,10.4192,0.9527,1.93943e-02,2.78972e-02,1
171,11497,32,0,0.9303,0.9445,0.8204,7.1134,6.7334,9.1640,0.9198,7.60947e-02,4.14460e-03,1
172,12920,32,0,0.9976,0.6079,0.9322,0.5216,4.5110,1.8588,0.9094,3.93601e-02,5.12381e-02,1
173,9544,32,0,0.9859,0.8278,0.6113,6.8051,11.5288,14.7804,0.9959,3.78948e-03,3.11668e-04,1
174,13596,33,0,0.9515,0.9280,0.9488,3.2943,3.7352,3.3497,0.9358,2.31398e-02,4.10597e-02,1
175,332,33,0,0.6060,0.2344,0.3559,7.2996,11.6400,9.9340,0.9685,2.96513e-02,1.80727e-03,1
176,7224,20,0,0.9887,0.9705,0.9703,7.7859,9.1750,9.1855,0.4510,0.1736,0.3754,1
177,13860,20,0,0.9976,0.9841,0.9837,0.3030,0.6789,0.6867,0.4633,0.2077,0.3290,1
178,1070,20,0,0.6851,0.7026,0.7347,13.7442,14.4014,13.9137,0.9657,1.27022e-02,2.15979e-02,1
179,13688,20,0,0.9957,0.5870,0.9983,1.6634,7.4830,1.3196,0.6102,2.64668e-02,0.3634,1
180,837,20,-9,0.9727,0.9603,0.9825,7.6927,8.2763,7.0755,0.3887,8.81239e-02,0.5231,1
181,1560,20,0,0.7732,0.2385,0.3511,14.1782,22.9728,20.7445,0.9015,3.80748e-02,6.04583e-02,1
182,5806,20,0,0.9998,0.9910,0.9972,3.9530,6.8972,5.7187,0.4862,0.1159,0.3980,1
183,14406,20,0,0.2550,5.70081e-02,3.13911e-02,22.6096,29.6077,30.6735,0.9229,6.18822e-02,1.52457e-02,1
184,1595,20,0,0.2410,7.86531e-05,3.32701e-02,19.5538,46.5979,27.8146,0.9995,2.09439e-08,5.17341e-04,1
185,7468,20,0,0.9982,0.9958,0.9946,1.3375,1.6621,1.7672,0.6085,7.76081e-02,0.3139,1
186,12501,21,-9,0.9642,0.9911,0.9798,8.1057,6.2778,7.2711,0.1165,0.2198,0.6638,1
187,3234,22,-9,0.5850,0.7311,0.9009,17.0719,14.8651,10.8418,0.1643,0.2024,0.6333,1
188,2932,22,-9,0.3626,0.8727,0.8406,18.4231,9.8829,10.4755,5.30961e-02,0.6451,0.3018,1
189,5943,32,-9,0.9824,0.9998,0.9215,3.54278e-02,7.82478e-08,0.1635,0.7863,0.1188,9.49754e-02,1
190,4932,32,0,0.9711,0.7172,2.96047e-02,1.3092,3.7000,12.4081,0.9596,3.90907e-02,1.29903e-03,1
191,8803,32,0,0.7960,0.6579,0.7431,13.7864,15.9907,14.6735,0.8943,0.1012,4.50418e-03,1
192,11952,33,0,0.9634,0.6640,0.9155,3.0232,6.7413,3.2811,0.8107,1.38348e-02,0.1755,1
193,8397,33,0,0.9976,0.9361,0.9643,5.5825,9.8675,8.7940,0.5850,0.3216,9.34535e-02,1
194,8612,20,-9,0.6255,0.9327,0.9793,16.4736,10.7250,8.6155,2.00451e-02,0.1588,0.8211,1
195,5402,20,2,0.2882,0.5323,0.9356,20.8274,16.8668,9.1443,1.23970e-03,7.57795e-03,0.9912,1
196,1391,20,-9,9.03879e-03,1.16886e-05,3.03866e-02,36.5459,55.2522,32.1085,0.3166,3.76146e-06,0.6834,1
197,9799,20,-9,0.3296,0.9191,0.9462,10.2634,3.8808,2.8015,4.25180e-03,0.5708,0.4250,1
198,6918,20,0,0.9997,1,0.9570,0.1291,9.62008e-03,1.0664,0.7276,0.1329,0.1395,1
199,1720,20,-9,0.5990,0.9190,0.9144,14.9509,9.6133,9.7350,2.83905e-02,0.3899,0.5817,1
200,9104,20,-9,0.9878,0.9807,0.9816,7.8818,8.5162,8.4438,0.2364,0.4408,0.3228,1
201,328,20,0,0.9998,0.9999,0.9998,0.1023,8.38460e-02,0.1079,0.6680,0.1020,0.2301,1
202,14698,20,-9,0.9822,0.9955,0.9255,2.4510,1.6858,3.7773,0.1553,0.4622,0.3825,1
203,9607,21,0,0.9862,0.9808,0.9270,7.4046,8.5098,10.1460,0.4883,0.2082,0.3035,1
204,13150,22,0,0.8319,0.3168,0.3508,12.2906,21.3680,20.7496,0.9969,2.24551e-03,8.77042e-04,1
205,4788,22,0,0.9782,0.7424,0.7924,8.6925,14.6842,13.8493,0.8640,4.46779e-02,9.13151e-02,1
206,2788,32,2,0.5827,0.7851,0.9254,14.2148,12.2453,9.4417,3.11957e-03,3.43896e-02,0.9625,1
207,12469,32,0,1,1,0.9999,1.4006,1.5910,2.0978,0.9272,4.07879e-02,3.19701e-02,1
208,730,32,0,0.9992,0.9920,0.9813,2.9424,4.4552,5.2915,0.8516,0.1052,4.32276e-02,1
209,4807,33,-9,0.8450,0.9636,0.9809,4.8755,3.0184,2.4987,0.1536,0.1958,0.6507,1
210,12910,33,0,0.9530,0.9605,0.9186,8.5615,8.2651,9.6238,0.6218,0.2873,9.09713e-02,1
211,14268,20,-9,0.9999,0.9999,0.9998,2.21000e-02,6.92185e-02,0.1008,0.7189,5.94968e-02,0.2216,1
212,10138,20,-9,0.9112,0.9833,0.9997,7.5542,5.1709,2.4173,6.08986e-02,0.1161,0.8230,1
213,2864,20,2,0.9651,0.7650,0.9895,9.4552,14.3156,7.6946,6.38855e-02,2.47041e-03,0.9336,1
214,4949,20,-9,1,0.9997,0.9996,1.51973e-02,5.01966e-02,5.82885e-02,0.6727,0.1045,0.2228,1
215,6731,20,0,0.9799,0.4246,0.3501,2.0367,9.1382,10.0047,0.9903,5.26106e-03,4.43202e-03,1
216,14650,20,-9,0.7709,0.9860,0.9744,5.6856,2.2900,2.7198,0.3345,0.3868,0.2786,1
217,3319,20,-9,0.9812,0.9982,0.9937,8.4754,5.8552,7.0940,0.3220,0.5470,0.1310,1
218,2019,20,-9,0.9942,0.9979,0.9973,6.9948,6.0111,5.6820,9.54531e-02,0.3827,0.5219,1
219,14657,20,-9,0.8958,0.4313,0.8910,7.8738,14.2490,7.9676,0.4605,3.04390e-02,0.5090,1
220,4768,22,-9,0.4565,0.9997,0.9959,8.7941,0.8333,1.6478,2.31064e-02,0.6648,0.3121,1
221,13404,22,0,0.9974,0.9415,0.7123,6.1937,10.4294,15.1606,0.9160,8.00272e-02,3.99287e-03,1
222,12901,32,0,0.9998,0.9946,0.9271,4.4469,6.9320,10.9026,0.9458,5.38240e-02,3.54021e-04,1
223,7319,32,-9,0.9836,0.9946,0.9820,6.9967,5.7758,7.1162,0.1802,0.4466,0.3731,1
224,13995,32,-9,0.9089,0.9812,0.9790,7.6054,5.2986,4.8197,0.1199,0.2949,0.5852,1
225,5100,33,0,0.9998,7.66602e-12,0.5617,3.3923,89.4558,15.4692,0.9999,5.74773e-21,1.23577e-04,1
226,7727,33,0,0.7989,0.6658,0.3799,5.3916,6.7243,9.6465,0.9742,2.13569e-02,4.44726e-03,1
227,5686,33,0,4.39052e-02,1.97146e-02,1.97223e-04,15.8952,18.2088,30.1702,0.8881,0.1117,2.29378e-04,1
