,CID,TYPE,ITYPE_BEST,FITPROB_Ia,FITPROB_Ibc,FITPROB_II,CHI2_Ia,CHI2_Ibc,CHI2_II,PBAYES_Ia,PBAYES_Ibc,PBAYES_II,Ia=0__CC=1
3790,2767,33,0,0.9995,0.9961,0.9684,4.3854,6.0274,8.5968,0.8672,0.1197,1.31318e-02,1
3791,7621,33,0,0.9988,0.9638,0.9829,5.0259,8.8162,7.6908,0.9447,9.72833e-03,4.56200e-02,1
3792,7712,33,0,0.9997,0.9995,0.9994,3.7283,3.9978,4.1202,0.5570,0.3670,7.59705e-02,1
3793,12824,20,0,0.9933,0.9815,0.9846,5.4109,7.1538,6.9172,0.7512,6.46623e-02,0.1841,1
3794,13564,20,0,0.9907,0.9957,0.9906,1.6098,1.6704,1.6179,0.9425,1.55651e-02,4.19567e-02,1
3795,3185,20,0,0.9900,0.9900,0.9900,3.5705,3.5733,3.5726,0.8190,9.83663e-02,8.25949e-02,1
3796,8823,20,0,0.8640,0.9844,0.9110,6.9022,3.9478,6.0993,0.5085,0.2362,0.2553,1
3797,13286,20,0,0.2499,2.54383e-02,1.50353e-02,10.2210,18.9713,18.9673,0.9843,9.61616e-04,1.47795e-02,1
3798,14070,20,-9,0.9529,0.8581,0.9589,10.0014,12.6054,9.7496,0.2224,0.4455,0.3321,1
3799,4711,20,0,0.6310,0.3021,0.2637,12.6278,18.3804,19.0966,0.9761,1.66083e-02,7.27781e-03,1
3800,8771,20,2,0.5294,0.5297,0.9319,16.9083,16.9037,10.0016,1.94185e-02,1.91083e-02,0.9615,1
3801,2201,20,-9,0.9997,0.9997,1,0.6204,0.8556,0.4841,0.2797,0.1540,0.5663,1
3802,13755,21,-9,0.9999,0.9977,0.9991,8.10575e-02,0.2960,0.2035,0.2449,0.1088,0.6464,1
3803,11935,22,-9,0.5378,0.3134,0.5673,15.8030,19.2670,15.3921,0.1225,7.21208e-03,0.8702,1
3804,8952,32,0,0.9990,0.9983,0.5697,4.8918,5.3020,16.3274,0.9439,5.59414e-02,1.45025e-04,1
3805,4816,32,0,0.9998,0.8600,0.5396,0.5162,4.6960,7.9459,0.9926,1.91877e-03,5.52672e-03,1
3806,5483,32,-9,0.6706,0.8349,0.7330,15.8002,13.0712,13.9404,0.4172,0.4856,9.71899e-02,1
3807,345,33,0,0.9753,0.9687,0.9526,8.8856,9.2728,10.0138,0.9040,8.56532e-02,1.03855e-02,1
3808,8826,33,-9,0.7805,0.9907,0.9315,14.0543,7.5439,10.7634,8.57496e-02,0.6743,0.2400,1
3809,679,33,0,0.8506,9.17994e-05,5.09220e-24,11.9339,49.4366,155.9778,1,7.54754e-09,2.11995e-32,1
3810,3902,20,-9,0.9757,0.9848,0.9834,7.5226,7.5354,7.6516,0.1817,0.4066,0.4117,1
3811,6296,20,-9,0.8946,0.7289,0.8029,4.2447,6.1091,5.3491,0.2142,0.6405,0.1452,1
3812,13441,20,-9,0.8893,0.9986,0.9993,7.9999,3.2408,2.8643,1.54524e-02,0.1721,0.8124,1
3813,7056,20,0,0.9994,0.9854,0.9548,0.1760,0.6546,1.0920,0.5147,0.1646,0.3207,1
3814,4860,20,0,0.9951,0.9041,0.8967,6.8232,11.5454,11.7345,0.5396,0.2426,0.2178,1
3815,10189,20,0,0.9981,0.9904,0.9950,3.4097,4.6271,4.0803,0.7070,9.01596e-02,0.2029,1
3816,8248,20,0,0.9923,0.6394,0.9927,7.3158,16.2668,7.2654,0.7396,1.22054e-02,0.2482,1
3817,5131,20,0,0.9998,0.9988,0.9969,0.1137,0.2272,0.3360,0.9003,5.79989e-02,4.17259e-02,1
3818,8681,20,2,0.8848,0.4856,0.9972,12.0183,18.5558,6.2734,8.99596e-03,1.18359e-03,0.9898,1
3819,7244,21,2,0.8736,0.6073,0.9998,11.4640,15.7890,3.7876,1.01980e-02,4.00287e-04,0.9894,1
3820,717,21,-9,0.9444,0.9682,0.9057,6.7358,5.9294,7.6731,0.3542,0.6082,3.76252e-02,1
3821,13749,22,-9,0.6289,0.9040,0.6946,14.5353,9.9906,13.6077,0.2281,0.4694,0.3025,1
3822,6123,32,0,0.9970,0.9995,0.9919,1.5209,0.9669,1.9711,0.6806,0.3069,1.24819e-02,1
3823,4359,32,0,0.9983,0.8583,0.8026,5.2847,11.7823,12.8125,0.9955,2.49261e-03,1.97891e-03,1
3824,1240,32,-9,0.4549,0.8448,0.2161,13.9301,8.7813,17.7994,0.4131,0.5778,9.12592e-03,1
3825,8926,33,0,0.9991,0.9986,0.9989,4.3640,4.6569,4.5016,0.8383,8.91060e-02,7.26134e-02,1
3826,7258,33,-9,0.6197,0.7685,0.7700,16.5588,14.2576,14.2315,1.99920e-02,0.6386,0.3415,1
3827,7573,20,-9,0.4850,0.7797,0.6625,18.5653,14.0675,15.9211,0.2132,0.3874,0.3994,1
3828,1396,20,0,0.9892,0.8637,0.9264,7.7244,12.4878,10.9230,0.7215,4.67961e-02,0.2317,1
3829,6198,20,2,0.3636,0.3022,0.8050,19.4669,21.6465,13.6273,2.17953e-03,4.00318e-04,0.9974,1
3830,8994,20,-9,0.9623,0.9795,0.9738,8.8893,8.6022,8.9785,0.1734,0.3202,0.5064,1
3831,6053,20,0,0.9546,0.9192,0.9006,3.2282,3.2290,3.4816,0.7012,0.1599,0.1389,1
3832,951,20,0,0.6897,0.7619,0.5735,5.6198,5.7784,7.6136,0.8402,0.1092,5.05924e-02,1
3833,12689,20,-9,0.8821,0.7708,0.7643,0.2508,0.5206,0.5376,0.7718,0.1615,6.66938e-02,1
3834,5292,20,0,0.9585,0.6484,3.27534e-02,9.0538,15.1969,30.5123,0.9799,2.00384e-02,2.89514e-05,1
3835,12997,20,0,0.3214,0.1267,2.79414e-04,19.1250,24.9362,44.5980,0.7929,0.2071,3.34893e-06,1
3836,4736,21,-9,0.6098,0.9459,0.6113,4.4966,1.6895,3.5800,0.1620,0.5628,0.2751,1
3837,8613,22,-9,3.84021e-02,4.66789e-02,5.18930e-02,17.7329,15.7129,15.3957,0.3577,0.3944,0.2479,1
3838,4694,22,-9,0.9999,0.9999,0.9998,1.13186e-04,1.09356e-04,3.23302e-04,0.7061,0.2074,8.65426e-02,1
3839,14260,32,0,0.1414,0.1196,2.00055e-18,23.2451,23.9933,124.6441,0.8254,0.1746,3.01481e-23,1
3840,7347,32,0,0.9326,0.7662,0.5455,9.2346,12.5434,15.6957,0.9665,3.33530e-02,1.38446e-04,1
3841,11983,32,0,0.9790,0.9111,0.9597,2.5695,4.0051,3.1106,0.9374,2.00470e-02,4.25708e-02,1
3842,13041,33,0,0.9933,0.9946,6.00433e-02,1.8744,1.7735,16.3436,0.9253,7.47046e-02,3.01379e-05,1
3843,1176,33,0,0.4442,0.1432,0.4578,19.1975,24.3719,17.9670,0.8151,1.36054e-03,0.1835,1
3844,12385,20,-9,0.9949,0.9973,0.9992,1.7433,1.4817,1.0783,0.1624,0.1992,0.6384,1
3845,962,20,-9,0.9725,0.8075,0.8033,0.2303,0.9740,0.9914,0.7172,0.2676,1.52099e-02,1
3846,1454,20,2,0.6403,0.9004,0.9826,16.2541,11.6412,8.3635,3.09953e-03,3.84764e-02,0.9584,1
3847,13876,20,2,8.70747e-02,0.9595,0.9630,15.1433,2.5476,3.0326,2.00126e-05,4.04846e-02,0.9595,1
3848,4434,20,0,0.3319,0.1394,0.1539,21.0899,24.4981,25.2040,0.8853,0.1013,1.34112e-02,1
3849,7048,20,-9,0.9241,0.9730,0.9590,7.2629,5.7235,6.2771,0.1319,0.6405,0.2276,1
3850,3047,20,-9,0.5546,0.7653,0.6775,17.5211,14.3112,15.6952,0.3181,0.4148,0.2671,1
3851,13879,20,0,0.9994,0.9811,0.9949,0.3111,1.1093,0.6805,0.6009,4.20560e-02,0.3571,1
3852,8699,20,-9,0.9962,0.9993,1,1.6189,1.0561,0.4198,0.1306,0.3833,0.4861,1
3853,5592,21,2,0.4701,1.64529e-06,0.9869,17.7825,60.5850,7.9807,1.03160e-03,1.72706e-13,0.9990,1
3854,10109,22,0,0.9964,0.9740,0.9343,5.9414,7.6206,9.9257,0.8108,0.1821,7.08819e-03,1
3855,236,32,0,0.8805,0.9443,0.9508,12.1186,10.3313,10.0868,0.5505,0.2370,0.2124,1
3856,5973,32,0,0.7241,0.4564,0.4564,6.1573,8.7951,8.7951,0.6526,0.1996,0.1477,1
3857,4444,32,-9,0.9084,0.8479,0.9256,10.6550,12.8144,10.9477,0.1817,3.63235e-02,0.7819,1
3858,14772,33,-9,2.31075e-02,4.34656e-02,6.01784e-02,31.8173,28.1279,26.8583,3.77468e-03,0.3905,0.6057,1
3859,9881,33,0,0.8906,0.8135,0.6895,11.0883,12.6231,14.5953,0.9741,2.39700e-02,1.93963e-03,1
3860,7960,33,-9,0.9957,0.9995,1,6.6964,4.9675,3.2006,2.51283e-02,0.1048,0.8701,1
3861,12264,1,0,0.9998,0.9927,0.9307,0.8027,1.9211,3.6885,0.6585,0.2602,8.12993e-02,0
3862,10353,1,0,0.9725,0.4385,0.1564,9.0557,19.2884,25.1271,0.9994,5.87615e-04,2.04161e-05,0
3863,2435,1,0,0.9997,0.9101,1.03616e-02,0.8634,3.3559,21.5659,0.9716,2.83493e-02,4.47730e-06,0
3864,3914,1,0,0.7543,0.6972,0.6469,14.4911,14.4821,15.2189,0.9575,3.27119e-02,9.77676e-03,0
3865,6521,1,0,0.9515,0.9082,0.6770,9.3329,10.6594,14.7809,0.9648,2.57712e-02,9.46809e-03,0
3866,14930,1,0,1,0.9107,0.1249,3.0108,11.3725,26.1932,0.9998,2.22596e-04,1.93268e-08,0
3867,14585,1,0,1,9.18848e-07,3.49809e-04,1.7876,60.3531,45.5083,1,7.38184e-15,1.06816e-11,0
3868,13095,1,0,0.7448,0.6682,0.7215,14.6455,14.9093,15.0174,0.9606,3.33625e-02,6.00054e-03,0
3869,14746,1,0,1,0.7799,1.19694e-02,0.8005,12.3283,32.7937,0.9998,1.93436e-04,1.27031e-08,0
3870,9567,1,0,0.9998,3.00581e-02,1.61172e-07,3.7599,30.8374,66.7147,1,1.00923e-07,4.55031e-15,0
3871,229,1,0,0.8750,0.6612,0.5762,4.5074,6.7684,7.5869,0.9889,7.37636e-03,3.74639e-03,0
3872,4430,1,0,0.9991,0.9254,0.3017,0.5744,2.5228,8.3629,0.9106,8.47330e-02,4.71437e-03,0
3873,6746,1,0,0.9999,0.2498,9.92356e-02,0.4410,10.2225,13.3862,0.9987,1.22497e-03,6.98805e-05,0
3874,9247,1,-9,1,0.9983,0.9997,1.62301e-06,3.44904e-03,5.77942e-04,0.7970,5.80799e-02,0.1449,0
3875,7292,1,0,1,5.03169e-03,5.01337e-10,1.8690,38.5609,81.3280,1,1.93634e-10,3.43794e-19,0
3876,858,1,0,0.9931,0.8914,0.3680,7.1916,11.8630,19.3923,0.9965,3.47704e-03,1.71104e-05,0
3877,10388,1,-9,1,0.9999,0.9983,7.31065e-06,2.93400e-04,3.49312e-03,0.8013,0.1929,5.84753e-03,0
3878,4581,1,0,0.9969,0.9241,0.7577,6.3691,10.9928,14.4363,0.9889,1.06741e-02,4.37623e-04,0
3879,8313,1,0,0.9882,0.9318,0.9858,2.1863,3.6685,2.2993,0.9621,4.00581e-03,3.38620e-02,0
3880,8142,1,0,0.1085,7.91190e-02,9.86819e-02,14.4084,14.1030,14.7281,0.8965,6.45220e-02,3.89775e-02,0
3881,5874,1,0,1,0.6743,3.85977e-05,1.4529,12.9786,48.5727,0.9983,1.71089e-03,1.20468e-10,0
3882,12936,1,0,0.9960,0.7386,2.63102e-02,1.6345,5.1762,18.8712,0.9919,8.08880e-03,1.23248e-07,0
3883,9214,1,0,0.8825,0.1541,1.09671e-03,12.0719,24.0297,42.0259,0.9919,8.10866e-03,2.53533e-07,0
3884,10710,1,0,0.9928,0.9901,0.2085,1.9084,2.0827,12.0864,0.9452,5.45591e-02,2.87745e-04,0
3885,5123,1,0,1,6.58865e-02,3.18935e-03,0.1207,14.6701,24.8095,0.9999,8.91955e-05,1.71655e-07,0
3886,14689,1,0,0.9980,2.99166e-02,7.24184e-03,5.4341,32.1684,35.9118,1,2.23188e-07,1.25611e-08,0
3887,13972,1,0,1,0.9942,6.65962e-02,1.7110,7.0037,28.9613,0.9991,8.84768e-04,2.34860e-08,0
3888,6141,1,0,1,0.2916,3.00013e-03,1.8894,19.6675,35.8867,1,2.99763e-05,3.01555e-09,0
3889,5611,1,0,0.9996,0.9971,1.12641e-02,4.2789,6.3200,34.3914,0.9538,4.62132e-02,1.12863e-08,0
3890,892,1,0,0.8860,0.2020,6.77616e-02,4.3625,10.9946,14.5838,0.9937,6.01931e-03,2.97779e-04,0
3891,6554,1,0,0.9698,0.6884,0.8113,9.2096,15.5296,12.6614,0.7860,1.44102e-02,0.1996,0
3892,8223,1,0,1,0.6546,0.9994,1.0810,9.5586,2.0282,0.9457,5.11699e-04,5.38352e-02,0
3893,5674,1,0,0.9709,0.6895,0.8196,8.4662,14.5959,12.5135,0.9906,3.73910e-03,5.62668e-03,0
3894,7506,1,0,0.9990,0.9083,0.3487,1.1611,4.0476,10.0217,0.9296,6.90294e-02,1.35340e-03,0
3895,5742,1,0,1,7.73884e-03,8.44489e-08,1.5329,32.8487,64.6550,1,5.31152e-08,1.54274e-14,0
3896,8755,1,0,0.9997,0.9995,0.9997,0.8698,0.9535,0.8850,0.8621,5.31733e-02,8.47020e-02,0
3897,3999,1,0,0.9998,0.8970,0.3046,0.7954,4.2105,10.5934,0.9781,2.18870e-02,1.40973e-05,0
3898,14236,1,0,1,0.5588,1.79796e-03,1.6813,16.4848,41.9539,1,4.22981e-05,1.00325e-10,0
3899,5036,1,0,0.9128,0.7784,0.4282,8.2620,10.6300,15.3253,0.9908,9.05172e-03,1.80992e-04,0
3900,11851,1,0,1,0.5009,1.71762e-06,0.9861,17.3250,58.7029,1,4.26202e-05,3.71012e-14,0
3901,8830,1,0,1,0,0,2.8548,552.1636,467.3447,1,0,0,0
3902,14100,1,0,1,0.9980,0.6050,0.2819,1.3780,6.3778,0.9115,8.84796e-02,6.65661e-05,0
3903,1235,1,0,0.9258,0.9171,0.9156,10.1820,10.4266,10.4658,0.9697,2.52353e-02,5.03361e-03,0
3904,1450,1,0,0.9994,2.70380e-02,1.42602e-05,3.1737,28.5652,49.5498,1,1.33225e-07,3.44724e-12,0
3905,10156,1,0,0.9997,0.1159,5.45942e-15,4.1164,25.3376,108.7142,1,3.14001e-06,5.37554e-24,0
3906,9636,1,0,0.9983,0.6388,1.37190e-04,3.3352,10.6655,40.0205,0.9975,2.54406e-03,6.16439e-10,0
3907,4839,1,0,1,6.22208e-02,0.2483,1.6879,27.9891,22.7560,0.9999,1.29872e-06,7.08878e-05,0
3908,5843,1,0,1,0.9067,9.70979e-03,0.8184,9.9251,32.0981,0.9999,5.68967e-05,9.95594e-09,0
3909,3829,1,0,0.9999,0.5942,0.9347,1.4617,10.2486,5.6041,0.9980,2.12919e-04,1.77991e-03,0
3910,10064,1,0,0.9898,0.8469,9.17040e-05,2.1018,4.1116,33.9348,0.9106,8.94032e-02,5.34711e-08,0
3911,14797,1,0,0.7713,0.5908,0.6298,5.6815,6.5056,7.0707,0.9636,2.96199e-02,6.75116e-03,0
3912,2564,1,0,1,0.5042,5.54120e-04,2.6121,17.2766,44.1224,0.9996,4.28822e-04,1.75358e-10,0
3913,538,1,0,0.8392,0.4739,3.69592e-04,12.9871,18.7353,45.3436,0.9965,3.49497e-03,4.97934e-09,0
3914,3332,1,0,0.9999,0.9317,0.8456,3.9105,10.7581,12.8622,0.9915,8.31925e-03,2.15245e-04,0
3915,5440,1,0,0.9980,0.7084,0.2454,1.3779,5.4517,11.4614,0.9627,3.71787e-02,1.53692e-04,0
3916,13542,1,0,1,0.4346,6.82948e-02,0.1843,9.0295,14.5597,0.9981,1.91468e-03,1.39156e-05,0
3917,4141,20,0,0.8641,0.3452,0.4813,11.6628,20.8483,18.6225,0.7943,1.76623e-02,0.1880,1
3918,14880,20,2,0.9855,7.03142e-02,0.9999,8.1113,28.7323,4.1205,7.15375e-02,6.71339e-07,0.9285,1
3919,6790,20,0,0.9898,0.8853,0.7739,4.6752,8.0767,9.8388,0.8056,0.1194,7.49996e-02,1
3920,82,20,0,0.2475,9.79802e-02,9.44187e-04,22.7718,26.0783,42.4901,0.8883,0.1117,7.01881e-05,1
3921,5261,20,-9,0.3311,0.4220,0.3762,20.0302,18.5194,19.2563,0.3353,0.4002,0.2645,1
3922,12528,20,0,1,0.9899,0.2405,2.7305,7.6447,22.9277,0.8307,0.1693,2.67412e-05,1
3923,7917,20,-9,0.9461,0.9998,0.9997,9.5311,3.9366,4.2031,4.96271e-02,0.5594,0.3909,1
3924,14038,20,-9,0.5947,0.6742,0.4328,16.9285,15.7448,19.3782,0.1772,0.7274,9.53700e-02,1
3925,11656,20,-9,0.9597,0.9743,0.9865,3.1118,2.7222,2.2679,0.1976,0.2571,0.5453,1
3926,1506,21,0,0.9671,0.9990,1,2.3792,0.8514,0.2521,0.5896,0.2417,0.1687,1
3927,11341,22,0,0.9505,0.9013,0.8006,3.3150,4.1492,5.3731,0.6129,9.53399e-02,0.2918,1
3928,14724,22,0,0.5150,0.6128,0.4901,17.1184,16.6608,17.4836,0.7211,0.1467,0.1322,1
3929,681,32,0,0.9947,0.9609,0.9716,6.9149,8.9480,9.1081,0.9377,5.10338e-02,1.12916e-02,1
3930,5071,32,0,0.7612,0.3229,0.2553,5.7849,10.3505,11.3062,0.9474,3.47190e-02,1.78762e-02,1
3931,6544,32,0,0.7887,0.4610,0.4698,5.5003,8.7467,8.6536,0.7325,0.1525,0.1151,1
3932,10921,33,0,4.25216e-02,1.01797e-09,4.61655e-06,15.9901,58.2681,39.1468,1,3.31464e-10,4.66849e-06,1
3933,9516,33,0,0.9999,0.9981,0.9274,0.6948,1.3580,3.7453,0.9522,4.74195e-02,3.60034e-04,1
3934,4595,20,-9,0.9726,0.9880,0.9812,2.7727,2.1965,2.4891,0.3463,0.2127,0.4410,1
3935,11027,20,1,0.7869,0.9475,0.6203,13.9444,10.2116,16.5498,4.70744e-02,0.9224,3.05532e-02,1
3936,1106,20,0,0.9092,0.8431,0.8874,3.3674,4.1528,4.3439,0.9497,3.47936e-02,1.55558e-02,1
3937,8936,20,0,0.8453,0.5262,0.5536,12.8681,17.9437,17.5362,0.7436,0.1497,0.1067,1
3938,2026,20,0,0.8833,4.19689e-02,0.9705,11.2535,29.5583,8.4830,0.8641,5.31175e-06,0.1358,1
3939,6130,20,-9,0.1729,0.9738,0.9943,23.4763,8.9827,6.9755,2.30118e-05,0.2038,0.7962,1
3940,7504,20,0,0.8697,0.4895,0.2765,3.8584,8.4505,10.9891,0.7367,0.1271,0.1361,1
3941,11724,20,0,0.1089,4.89711e-27,1.54199e-29,16.9641,152.3649,164.5709,1,4.00907e-32,1.31399e-34,1
3942,7489,20,0,0.6320,0.6504,0.6366,16.3771,16.1028,16.3089,0.5833,0.1945,0.2222,1
3943,9258,20,0,0.9995,2.51109e-03,0.7636,4.4502,39.4079,12.5840,0.9820,1.71214e-08,1.79590e-02,1
3944,5834,21,0,1.47868e-02,5.50448e-07,4.86818e-07,34.7938,63.4964,63.8204,1,1.22321e-07,1.34078e-07,1
3945,3524,22,-9,0.9670,0.9037,0.9969,2.9291,4.1143,1.5295,0.1611,2.50172e-02,0.8139,1
3946,9817,32,0,0.9914,0.9542,0.5786,7.4508,9.9502,17.1665,0.9025,8.09627e-02,1.65623e-02,1
3947,13933,32,-9,0.8102,0.9659,0.9656,13.5324,9.4184,9.4322,0.2147,0.6666,0.1187,1
3948,1280,32,-9,0.8938,0.9943,0.9704,11.0122,6.3985,8.4886,1.44062e-02,0.5698,0.4158,1
3949,8360,33,0,0.9979,0.9928,0.9455,4.9592,6.0576,8.8284,0.9157,6.95644e-02,1.46905e-02,1
3950,1357,33,0,0.9577,0.8701,0.7637,8.3810,10.7338,11.7105,0.9417,3.32783e-02,2.50709e-02,1
3951,13955,33,-9,0.4387,0.6592,6.18942e-02,18.2598,15.9717,28.0106,0.2865,0.7126,9.39302e-04,1
3952,3742,20,0,0.9869,0.9875,0.9954,0.6241,0.6116,0.3984,0.4173,0.3117,0.2710,1
3953,11562,20,-9,0.9944,0.9999,1,4.1604,2.1489,1.3606,8.38949e-02,0.2460,0.6701,1
3954,483,20,0,0.9837,0.8968,0.8699,2.3885,4.2143,4.5718,0.8933,3.45167e-02,7.22327e-02,1
3955,12100,20,-9,0.9923,0.9900,0.9856,7.3171,7.6375,8.1034,0.3686,0.3901,0.2413,1
3956,1608,20,0,0.9920,0.9949,0.9096,7.3720,6.8567,10.6259,0.8949,7.00984e-02,3.49880e-02,1
3957,11001,20,0,0.9640,0.9312,0.8236,9.5119,10.7750,13.2866,0.6175,0.2665,0.1160,1
3958,5888,20,-9,0.5507,0.3636,0.8503,16.6014,19.4676,11.9406,9.89394e-02,1.82445e-02,0.8828,1
3959,2718,20,-9,0.5535,0.5969,0.5013,7.8090,7.3872,8.3295,0.1958,0.4482,0.3560,1
3960,5379,22,0,0.4212,0.3673,0.2322,19.5645,19.4042,23.1171,0.8897,9.73333e-02,1.29447e-02,1
3961,4919,22,0,0.8526,0.7976,0.3596,11.0766,12.0425,18.4737,0.9278,6.98423e-02,2.32787e-03,1
3962,810,32,1,1.99437e-09,0.4433,3.13922e-05,73.9675,17.1642,49.1405,4.19300e-12,1,5.41121e-06,1
3963,13226,32,0,0.8553,0.6327,0.8655,12.6653,16.3663,11.6355,0.7623,4.24342e-02,0.1952,1
3964,8327,32,0,0.7276,0.5211,8.27854e-02,14.9209,17.0287,28.0335,0.9801,1.96276e-02,3.18427e-04,1
3965,2190,33,-9,0.9962,0.9991,0.9483,6.5621,5.3201,10.1813,0.1459,0.7424,0.1117,1
3966,5558,33,0,0.9979,0.4783,0.6394,4.9412,16.6496,14.3891,0.9994,4.92642e-04,8.22777e-05,1
3967,10004,20,-9,0.9946,0.9881,0.9724,6.9202,7.8485,9.0639,0.3082,0.5365,0.1552,1
3968,1156,20,-9,0.8362,6.90437e-02,0.9535,11.3793,27.5618,9.2559,0.4000,8.26154e-05,0.5999,1
3969,3309,20,-9,1,0.9999,0.9056,2.01923e-03,3.21777e-02,1.0278,0.5518,0.2846,0.1636,1
3970,13199,20,0,0.6503,0.4308,0.6225,11.4515,14.2565,11.7985,0.9617,7.36285e-03,3.09684e-02,1
3971,257,20,-9,3.06068e-02,5.74011e-02,4.53755e-18,30.7692,28.3164,125.1035,0.2851,0.7149,5.00382e-22,1
3972,10267,20,0,0.9198,0.9404,0.7512,3.8697,3.5139,5.8863,0.4329,0.2890,0.2781,1
3973,12925,20,0,0.9999,0.9883,0.9998,0.1692,0.9257,0.2279,0.6930,0.1130,0.1940,1
3974,2706,20,-9,0.9410,0.9976,0.9958,9.7091,5.5978,6.0862,0.2156,5.86935e-02,0.7257,1
3975,2292,20,-9,0.9852,0.9947,0.9933,2.3273,1.7654,1.8762,0.2408,0.1765,0.5827,1
3976,3143,20,0,0.9978,0.8490,0.4229,1.4091,4.8285,9.1569,0.7285,0.2240,4.75076e-02,1
3977,11869,21,0,0.8392,0.9090,0.9159,7.2707,6.1370,6.0040,0.5885,0.2262,0.1853,1
3978,13671,22,0,0.8299,0.8695,0.6536,5.0499,4.5771,6.8421,0.7502,9.33307e-02,0.1565,1
3979,4682,32,0,0.9680,0.8496,9.93558e-02,8.6171,12.7814,27.2324,0.9393,6.07320e-02,9.76722e-06,1
3980,9265,32,0,0.9982,0.9844,0.9856,1.3337,1.8819,1.8383,0.4921,0.3759,0.1320,1
3981,481,32,0,0.9422,0.9341,0.8432,3.4805,3.6296,4.8973,0.9175,5.10167e-02,3.14440e-02,1
3982,13225,33,0,0.5050,0.5008,0.4999,18.2621,18.3261,18.3397,0.8995,5.39665e-02,4.65322e-02,1
3983,5137,33,-9,0.9999,0.9997,0.9923,6.51576e-03,5.19884e-02,0.2593,0.9707,2.14670e-02,7.80809e-03,1
3984,10382,20,-9,0.7166,0.8073,0.8427,15.0948,13.5850,12.9192,0.4126,0.1037,0.4838,1
3985,9564,20,-9,0.8386,0.9742,0.9952,12.1654,8.2761,6.2339,1.80863e-02,9.04112e-02,0.8915,1
3986,5076,20,0,0.9773,0.7982,0.7495,6.7772,12.0314,11.9192,0.5778,0.1889,0.2333,1
3987,830,20,-9,0.9192,0.8604,0.8666,0.1685,0.3007,0.2865,0.7403,0.1440,0.1157,1
3988,4920,20,2,0.6515,0.5345,0.8182,16.0866,17.8196,13.3866,2.84572e-02,6.48866e-02,0.9067,1
3989,4748,20,-9,0.9592,0.9989,0.9981,8.3195,4.4889,4.8744,6.70597e-02,0.4608,0.4721,1
3990,4517,20,-9,0.7529,0.9986,0.9928,8.4035,2.3599,3.3190,0.1073,0.5251,0.3676,1
3991,7933,20,-9,0.9994,0.9971,0.9977,4.5882,5.7410,5.5514,0.4817,3.61230e-02,0.4822,1
3992,9510,20,0,0.8430,0.6555,0.6468,12.9122,16.0263,16.1573,0.9163,4.72688e-02,3.64658e-02,1
3993,5453,21,1,2.49670e-02,0.7926,1.51787e-17,31.5313,13.8451,122.3371,7.90204e-05,0.9999,5.52369e-25,1
3994,14826,22,0,0.7617,0.2622,5.56724e-02,5.7807,11.2003,16.5824,0.9965,2.09408e-03,1.41355e-03,1
3995,553,22,0,0.9759,0.5030,0.3399,7.5113,16.2954,17.7307,0.8415,5.22916e-02,0.1062,1
3996,14802,32,-9,0.9913,0.9958,0.2658,2.0121,1.6608,11.1458,0.4683,0.5313,3.53968e-04,1
3997,3227,32,-9,0.8059,0.7782,0.7734,13.6107,14.0932,14.1757,0.1877,0.1927,0.6197,1
3998,10367,32,0,0.9076,0.5053,3.51053e-02,9.9038,15.2660,28.9377,0.8953,0.1042,4.82343e-04,1
3999,8107,33,0,0.9994,0.9684,0.9208,5.0811,9.2858,11.0888,0.8674,0.1277,4.83219e-03,1
4000,10900,33,0,1,0.9633,5.21455e-02,1.0907,8.1471,26.1359,0.9997,3.49559e-04,1.25167e-08,1
4001,14692,20,0,0.9797,0.8956,0.9945,2.5416,4.2311,1.7805,0.6179,6.90914e-02,0.3130,1
4002,7515,20,0,0.9786,0.9563,0.8170,8.6650,9.8612,13.4096,0.5218,0.3627,0.1156,1
4003,5108,20,-9,2.23299e-13,2.22951e-09,3.24439e-09,99.9808,77.6184,76.6792,2.87691e-05,0.3845,0.6155,1
4004,8990,20,0,0.8016,0.8167,1.62967e-04,11.9763,10.8819,44.5443,0.5582,0.4418,2.37958e-08,1
4005,5490,20,-9,0.7097,0.8427,0.8339,15.2019,12.9185,13.0905,0.1189,0.3044,0.5767,1
4006,14252,20,0,0.9999,0.9994,0.9986,0.6849,1.0066,1.2495,0.5877,0.1957,0.2166,1
4007,6107,20,-9,0.8845,0.2890,0.9341,12.0252,21.9048,10.6825,0.1094,3.09291e-03,0.8875,1
4008,6930,20,0,0.9305,0.9472,0.9239,9.2961,8.7687,9.4823,0.6457,0.1394,0.2148,1
4009,1574,20,-9,0.9659,0.2864,0.9897,9.4155,21.9580,7.6689,0.3773,2.28398e-04,0.6225,1
4010,3857,20,0,0.5771,8.15608e-04,7.41145e-06,6.6295,28.4062,38.0368,1,1.07907e-06,2.34859e-08,1
4011,1477,20,0,0.8845,0.7440,7.97760e-04,11.2264,12.8835,41.4766,0.5869,0.4131,1.21752e-06,1
4012,5551,21,2,8.50414e-03,2.38871e-14,0.8781,35.3636,105.2558,12.1734,7.56309e-06,1.62851e-21,1,1
4013,10744,22,0,0.9735,0.6082,0.5242,8.9994,16.7292,17.9741,0.9967,2.17928e-03,1.08067e-03,1
4014,9147,32,0,0.9330,0.9439,0.8826,10.7159,10.3444,12.0703,0.8997,9.15145e-02,8.74733e-03,1
